# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.3120363495 10.2914818332 
0.9361090484 12.9868699324 
1.5601817473 17.5135743477 
2.1842544463 18.2187043263 
2.8083271452 16.0839552147 
3.4323998441 13.0622654037 
4.0564725431 10.0618818448 
4.680545242 7.0436769154 
5.3046179409 5.0192710938 
5.9286906399 3.2849194781 
6.5527633388 2.0261678735 
7.1768360378 1.2140664967 
7.8009087367 0.8009362194 
8.4249814356 0.376288184 
9.0490541346 0.3859985262 
9.6731268335 0.2569301983 
10.2971995324 0.3233146068 
10.9212722314 0.362086956 
11.5453449303 0.5277682991 
12.1694176292 0.6464120929 
12.7934903282 0.7834910833 
13.4175630271 0.8335086224 
14.041635726 1.0399884538 
14.665708425 1.157300009 
15.2897811239 1.3066734291 
15.9138538228 1.3547901508 
16.5379265218 1.4286940846 
17.1619992207 1.4816589094 
17.7860719196 1.5449187952 
18.4101446186 1.4334235516 
19.0342173175 1.5247322601 
19.6582900164 1.4127596828 
20.2823627154 1.4305452028 
20.9064354143 1.3729107782 
21.5305081133 1.2709446901 
22.1545808122 1.2643198391 
22.7786535111 1.2178811376 
23.4027262101 1.1411941813 
24.026798909 1.132826705 
24.6508716079 1.1113745069 
25.2749443069 1.0662346043 
25.8990170058 1.0227745155 
26.5230897047 1.0062318001 
27.1471624037 1.0112615142 
27.7712351026 1.0278201012 
28.3953078015 0.9845202795 
29.0193805005 0.9976301566 
29.6434531994 0.9601227327 
30.2675258983 0.9501063362 
30.8915985973 0.9069738785 
31.5156712962 0.903917892 
32.1397439951 0.8840301411 
32.7638166941 0.9046066085 
33.387889393 0.8463376524 
34.011962092 0.8357762713 
34.6360347909 0.8129836315 
35.2601074898 0.8213556035 
35.8841801888 0.8115388689 
36.5082528877 0.7955591781 
37.1323255866 0.7682355566 
