# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1853316742 0.0 
0.5559950226 3.8525525501 
0.9266583711 8.4147858331 
1.2973217195 12.859195674 
1.6679850679 13.9260301197 
2.0386484164 13.2087516004 
2.4093117648 11.3908148233 
2.7799751132 8.8905058849 
3.1506384616 7.190247847 
3.5213018101 5.8641251916 
3.8919651585 4.451967826 
4.2626285069 3.459533965 
4.6332918554 2.341103362 
5.0039552038 1.5952525642 
5.3746185522 1.1111958227 
5.7452819006 0.8202036289 
6.1159452491 0.5352077288 
6.4866085975 0.4548443435 
6.8572719459 0.3301116109 
7.2279352944 0.3106352626 
7.5985986428 0.3757842694 
7.9692619912 0.3930325781 
8.3399253396 0.5009079188 
8.7105886881 0.5545164654 
9.0812520365 0.6877266212 
9.4519153849 0.7720902343 
9.8225787333 0.8840575026 
10.1932420818 0.9975207683 
10.5639054302 1.1081819194 
10.9345687786 1.1951618405 
11.3052321271 1.2333413484 
11.6758954755 1.3685167356 
12.0465588239 1.484977261 
12.4172221723 1.525803037 
12.7878855208 1.489344384 
13.1585488692 1.5457080715 
13.5292122176 1.5363944871 
13.8998755661 1.5258628375 
14.2705389145 1.5455259162 
14.6412022629 1.488018588 
15.0118656113 1.430713226 
15.3825289598 1.352158709 
15.7531923082 1.3568179631 
16.1238556566 1.2876904111 
16.4945190051 1.2470053112 
16.8651823535 1.2247407841 
17.2358457019 1.1435316688 
17.6065090503 1.1109739367 
17.9771723988 1.0582645768 
18.3478357472 1.0177740515 
18.7184990956 1.0005256721 
19.0891624441 0.9942461558 
19.4598257925 0.9378628956 
19.8304891409 0.9533800127 
20.2011524893 0.8994765549 
20.5718158378 0.9069611593 
20.9424791862 0.8763480976 
21.3131425346 0.8597262899 
21.6838058831 0.8720494912 
22.0544692315 0.8709141016 
