# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.163119485 2.1058741713 
0.4893584551 1.5041958367 
0.8155974252 2.2167096541 
1.1418363953 1.8782120988 
1.4680753654 2.8308472467 
1.7943143355 2.8695428269 
2.1205533056 3.415827396 
2.4467922757 3.2896495931 
2.7730312458 3.1830724802 
3.0992702159 2.9761985521 
3.425509186 3.1619923358 
3.7517481561 3.0765919884 
4.0779871262 3.2059576937 
4.4042260963 2.9335943667 
4.7304650664 2.776683535 
5.0567040365 2.8565117054 
5.3829430066 2.5079749923 
5.7091819767 2.4037671444 
6.0354209468 2.2042986701 
6.3616599169 2.2332232667 
6.687898887 2.1710043004 
7.0141378571 2.0193313972 
7.3403768272 1.9256479421 
7.6666157973 1.8631330931 
7.9928547674 1.7597671449 
8.3190937375 1.6762801579 
8.6453327076 1.6401231681 
8.9715716777 1.518382611 
9.2978106478 1.5087633579 
9.6240496179 1.3904737922 
9.950288588 1.4026585756 
10.2765275581 1.2966299483 
10.6027665282 1.3177495998 
10.9290054983 1.3028024648 
11.2552444684 1.2248391638 
11.5814834385 1.1913421985 
11.9077224086 1.1917656681 
12.2339613787 1.1694864147 
12.5602003488 1.1540398821 
12.8864393188 1.0941008299 
13.2126782889 1.1579954293 
13.538917259 1.0759643531 
13.8651562291 1.0962670303 
14.1913951992 1.0805727428 
14.5176341693 1.102384897 
14.8438731394 1.0842997263 
15.1701121095 1.0855623908 
15.4963510796 1.0655368647 
15.8225900497 1.0820319888 
16.1488290198 1.071414692 
16.4750679899 1.1119764282 
16.80130696 1.0514814733 
17.1275459301 1.0579031694 
17.4537849002 1.0354024399 
17.7800238703 1.0265870722 
18.1062628404 1.0247934367 
18.4325018105 1.0396338187 
18.7587407806 1.0267171582 
19.0849797507 1.0005312368 
19.4112187208 1.011398564 
