# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1036297155 0.0 
0.3108891466 0.7812600795 
0.5181485777 0.4317489913 
0.7254080088 1.4780596099 
0.9326674399 2.7344102782 
1.139926871 4.387075831 
1.3471863021 4.8228968687 
1.5544457332 6.0351185431 
1.7617051643 5.4814215255 
1.9689645954 5.1358480872 
2.1762240265 4.8079358971 
2.3834834576 4.4356680584 
2.5907428887 4.1978153525 
2.7980023198 3.974142909 
3.0052617509 3.8307744627 
3.212521182 3.3487992728 
3.4197806131 3.5477048898 
3.6270400442 3.0825343289 
3.8342994753 2.8888365646 
4.0415589064 2.8110983842 
4.2488183375 2.6411671046 
4.4560777686 2.6516091018 
4.6633371997 2.237572071 
4.8705966308 2.3004030947 
5.0778560619 2.0208218103 
5.285115493 1.9369323447 
5.4923749241 1.7597818402 
5.6996343552 1.6594459908 
5.9068937863 1.558512875 
6.1141532174 1.560425628 
6.3214126485 1.4254987298 
6.5286720796 1.4824783974 
6.7359315107 1.4081910931 
6.9431909418 1.3180718389 
7.1504503729 1.3323645713 
7.357709804 1.3429780182 
7.5649692351 1.277928046 
7.7722286662 1.3260496396 
7.9794880973 1.2931110446 
8.1867475284 1.3277749546 
8.3940069595 1.3524801092 
8.6012663906 1.3510643391 
8.8085258217 1.4164033311 
9.0157852528 1.3558860196 
9.2230446839 1.398272753 
9.430304115 1.363903243 
9.6375635461 1.4378099983 
9.8448229772 1.4465834254 
10.0520824083 1.4107960639 
10.2593418394 1.4455065081 
10.4666012705 1.4091987619 
10.6738607016 1.4443542038 
10.8811201327 1.4464035019 
11.0883795638 1.4367834139 
11.2956389949 1.4140009609 
11.502898426 1.4058200662 
11.7101578571 1.3544995677 
11.9174172882 1.3632078663 
12.1246767193 1.364675004 
12.3319361504 1.3647593339 
