# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2352590072 4.0757202479 
0.7057770217 4.6579659976 
1.1762950361 11.5836259678 
1.6468130505 13.6591705606 
2.117331065 16.1024357336 
2.5878490794 14.6009318771 
3.0583670939 11.5371766073 
3.5288851083 8.6699492848 
3.9994031227 7.0245132383 
4.4699211372 4.7149014676 
4.9404391516 3.7740430694 
5.4109571661 2.2893844214 
5.8814751805 1.6511446633 
6.3519931949 0.9760865676 
6.8225112094 0.6362257439 
7.2930292238 0.5341963432 
7.7635472383 0.3691594839 
8.2340652527 0.3481436773 
8.7045832671 0.3492340621 
9.1751012816 0.3893545197 
9.645619296 0.4880521471 
10.1161373105 0.6464732909 
10.5866553249 0.8451954431 
11.0571733394 0.9125481062 
11.5276913538 1.124726798 
11.9982093682 1.2847606112 
12.4687273827 1.3521255118 
12.9392453971 1.5079626038 
13.4097634116 1.6498555702 
13.880281426 1.6671272404 
14.3507994404 1.6494181369 
14.8213174549 1.6798484193 
15.2918354693 1.729190872 
15.7623534838 1.6753183318 
16.2328714982 1.6480929818 
16.7033895126 1.5662580059 
17.1739075271 1.5142468272 
17.6444255415 1.4809384072 
18.114943556 1.3669747582 
18.5854615704 1.3974644302 
19.0559795848 1.2535262335 
19.5264975993 1.2269755846 
19.9970156137 1.1793189424 
20.4675336282 1.1684401451 
20.9380516426 1.1484187334 
21.408569657 1.1336027577 
21.8790876715 1.0894556667 
22.3496056859 1.0416599245 
22.8201237004 1.0811603095 
23.2906417148 1.0016036768 
23.7611597292 0.99802142 
24.2316777437 1.0200825529 
24.7021957581 0.9712428043 
25.1727137726 0.9684997282 
25.643231787 0.9627865696 
26.1137498014 0.9683198576 
26.5842678159 0.9162603836 
27.0547858303 0.9405508264 
27.5253038448 0.9416195995 
27.9958218592 0.9227068389 
