# Cluster list (11 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 33626 27.6888178195 27.080197496 28.0590721466 
2 68 1.4242205882 -6.1683823529 17.5709705882 
3 34 0.3095 29.1899411765 60.5370588235 
4 34 -17.7734411765 32.7487058824 12.4692941176 
5 34 27.6793823529 5.112 -8.0643823529 
6 34 48.2986764706 63.9106764706 -0.8371470588 
7 34 57.7417941176 -2.4105 59.4362058824 
8 34 29.5117941176 -15.9747058824 5.2406470588 
9 34 2.2830588235 -3.3807058824 58.9281470588 
10 34 55.6623823529 40.4830588235 58.5755588235 
11 34 53.4447058824 -5.5622941176 20.5693235294 
