# Cluster list (67 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 28730 43.7607768187 43.4452137487 47.5030111382 
2 340 59.4144029412 90.2550941176 17.8080617647 
3 306 20.5427418301 -0.1478039216 15.5854640523 
4 272 46.0577242647 -3.3738529412 0.2882536765 
5 238 86.4072731092 30.2956848739 19.1430798319 
6 238 24.2043613445 4.1951848739 63.6924285714 
7 238 7.5794285714 78.1862310924 11.2921218487 
8 204 9.8278872549 0.355004902 2.6263039216 
9 170 81.5915823529 5.9454647059 14.3439411765 
10 170 -0.3276882353 66.2744176471 -1.4108176471 
11 136 0.8632941176 14.218375 69.5570514706 
12 136 86.000625 20.5920220588 8.9850441176 
13 136 46.9210294118 70.1630588235 21.1192720588 
14 102 3.8036176471 -2.1953529412 17.3889607843 
15 102 89.2948137255 68.1743235294 0.993627451 
16 102 91.3207254902 41.4691078431 36.4012352941 
17 102 67.7432647059 17.9925686275 -0.0365980392 
18 102 3.6419705882 15.5814509804 25.6262745098 
19 102 18.2423431373 34.0644411765 53.2681862745 
20 68 47.1672647059 2.7535588235 62.1352941176 
21 68 83.7762794118 91.0922941176 72.9072941176 
22 68 75.50875 84.3529852941 6.0793088235 
23 68 33.0183235294 60.1111764706 14.6953823529 
24 68 28.201 89.55575 26.5249705882 
25 68 63.1395294118 42.7375588235 42.3246470588 
26 68 19.3319264706 91.7258676471 16.69075 
27 68 93.7085294118 9.8091911765 39.8293382353 
28 68 54.2783970588 55.0622205882 19.9030147059 
29 68 9.7377941176 7.4710735294 70.2163676471 
30 68 -7.1558529412 83.47025 59.2409264706 
31 68 91.1067352941 63.8228676471 42.3400735294 
32 68 49.8267794118 4.1557205882 24.1218676471 
33 34 96.9649117647 75.8554705882 6.3010294118 
34 34 36.7708823529 52.3251470588 93.0929411765 
35 34 -7.1947941176 22.9851470588 84.2001764706 
36 34 93.1302941176 33.7832352941 79.1966176471 
37 34 69.5498529412 15.9163235294 87.2294411765 
38 34 71.0992941176 65.4982647059 1.3771470588 
39 34 5.1555588235 98.0812058824 78.5694117647 
40 34 12.0174411765 5.164 90.6420882353 
41 34 70.71 89.3872058824 18.1022352941 
42 34 91.6806470588 71.3542647059 76.8126176471 
43 34 80.0784411765 97.0764705882 1.3065294118 
44 34 89.972 45.8581764706 83.2087941176 
45 34 49.0031764706 89.1326176471 58.4513235294 
46 34 68.9733823529 47.7604705882 93.5306764706 
47 34 3.3370882353 85.3161470588 24.8536176471 
48 34 46.0830588235 88.0497352941 46.5159117647 
49 34 53.0248235294 -4.4211764706 74.8080294118 
50 34 67.9528529412 87.5227352941 80.5148529412 
51 34 -6.6904117647 49.2654117647 92.566 
52 34 -9.128 44.4393235294 68.0934411765 
53 34 14.7538823529 93.2963235294 52.8994411765 
54 34 78.4726470588 -7.1554411765 63.4808235294 
55 34 66.6781764706 -2.1105882353 13.3141470588 
56 34 63.7869705882 85.4650882353 -4.7615882353 
57 34 49.4366764706 82.5247941176 31.6115588235 
58 34 86.2395 48.5132058824 27.9032647059 
59 34 14.1302352941 65.0228529412 -8.7455 
60 34 2.7456176471 44.4547647059 26.8544117647 
61 34 72.3526764706 46.9428235294 -7.9585 
62 34 77.0527058824 -0.1265882353 52.9378235294 
63 34 84.6454117647 68.7724411765 91.7306176471 
64 34 43.2935882353 -5.1303823529 80.3856470588 
65 34 49.4175882353 62.9022352941 25.9067058824 
66 34 88.5798235294 17.3557058824 27.8499117647 
67 34 85.5656764706 -2.0543823529 23.9451176471 
