# Cluster list (256 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9792 35.5449551675 34.8803858252 35.8467782884 
2 360 16.0144027778 15.9006222222 62.4388111111 
3 198 58.0789343434 3.8259646465 17.226530303 
4 180 6.9581777778 12.4502444444 20.7215555556 
5 180 0.2075111111 52.1748611111 62.1952 
6 162 10.1560740741 44.4307839506 65.942345679 
7 162 10.7542345679 70.0809320988 15.9897222222 
8 144 66.4931180556 42.0668263889 33.3408958333 
9 126 34.9263888889 63.0772380952 62.771968254 
10 126 37.8618015873 28.3113809524 21.6549206349 
11 108 48.7021944444 13.9286018519 1.9983148148 
12 90 34.0146444444 54.7685666667 73.6891222222 
13 90 12.9208 19.6101444444 1.2698555556 
14 90 18.6136111111 57.6455444444 7.4797222222 
15 90 17.8549 0.6065111111 50.206 
16 90 42.3901777778 69.7884333333 14.8091777778 
17 72 77.0903888889 17.0029166667 61.0838194444 
18 72 55.2947222222 -4.3699444444 43.8620555556 
19 72 -5.2703611111 34.4776111111 12.5514027778 
20 72 47.8236944444 45.4431666667 72.0320555556 
21 72 42.3327777778 34.0074722222 70.8355972222 
22 72 60.1017222222 -1.3869583333 62.7402222222 
23 72 15.374875 5.9743472222 78.6061527778 
24 72 24.5650555556 49.0225972222 -4.0826666667 
25 72 21.1457638889 35.8230694444 6.9980694444 
26 54 72.3030185185 4.1859814815 29.1372592593 
27 54 64.461037037 32.2421111111 3.0099074074 
28 54 70.5636666667 24.1432037037 62.5582592593 
29 54 70.567 63.0497222222 27.9221851852 
30 54 15.9452962963 66.428462963 28.7670925926 
31 54 4.3527222222 10.452962963 8.6778518519 
32 54 37.2227777778 40.5886851852 0.6534814815 
33 54 -6.2850740741 20.354462963 40.7978148148 
34 54 64.6696851852 82.2643888889 16.3673518519 
35 54 27.7648703704 44.0373148148 3.548962963 
36 54 57.0247777778 35.1331481481 3.7399259259 
37 54 36.7251111111 4.3291481481 68.2168703704 
38 54 76.1622222222 6.2663148148 62.6903148148 
39 54 77.4352962963 71.4287592593 57.8177407407 
40 36 27.3603888889 31.8807222222 -5.4053333333 
41 36 11.1030555556 5.6703611111 2.0523333333 
42 36 71.0234166667 23.9636944444 23.2802777778 
43 36 42.6357777778 76.9975 30.8220833333 
44 36 46.2337777778 23.1439722222 74.821 
45 36 -3.7924722222 70.6589722222 54.3406388889 
46 36 -3.2953333333 31.4530277778 60.2826388889 
47 36 58.8201944444 80.6388611111 -1.1875555556 
48 36 41.18425 26.4071666667 5.74225 
49 36 26.6285277778 62.6933055556 52.6767222222 
50 36 51.8479444444 61.5916666667 31.8643333333 
51 36 69.1382222222 70.1251111111 14.2109722222 
52 36 50.3474166667 39.5495555556 62.3903888889 
53 36 74.5481111111 8.6824444444 13.0936388889 
54 36 77.6100277778 28.6656666667 17.9226666667 
55 36 47.5156111111 66.8137222222 22.7308055556 
56 36 57.8041944444 10.9286111111 -7.7616666667 
57 36 69.5336944444 34.5596944444 29.9334444444 
58 36 39.881 26.3453055556 -3.3448333333 
59 36 38.30825 -4.2631944444 37.51025 
60 36 69.77625 36.1414166667 72.9641388889 
61 36 7.4701111111 76.9970277778 44.5522222222 
62 36 -4.6786388889 49.6721388889 33.1622777778 
63 36 48.6438611111 37.70825 21.1549722222 
64 36 -2.6887222222 9.29775 2.1763888889 
65 36 66.2546944444 25.9949722222 28.8023055556 
66 36 4.0528055556 4.4973333333 43.2163333333 
67 36 16.8946666667 2.7014166667 10.1253055556 
68 36 24.9682222222 77.2996944444 59.3615833333 
69 36 36.5116666667 37.9621944444 -10.8894722222 
70 36 52.3731666667 55.93275 77.8268055556 
71 36 52.6836944444 67.0274166667 37.7407222222 
72 36 6.8391944444 40.2214166667 -14.1636388889 
73 36 -6.5595555556 73.3260555556 21.6456388889 
74 36 17.0917222222 70.5253055556 36.7766666667 
75 36 66.6982222222 75.0459166667 45.6561111111 
76 36 50.3108611111 46.6479166667 39.8088055556 
77 36 57.4214166667 68.2162777778 -2.0270833333 
78 36 57.2916388889 3.8758333333 49.7894166667 
79 18 40.9378333333 84.5605 17.6595555556 
80 18 64.6850555556 -7.8567777778 -9.0513888889 
81 18 -2.8486111111 3.6917222222 68.1663888889 
82 18 79.2522777778 11.5046666667 27.0204444444 
83 18 60.2555 64.8974444444 70.2251666667 
84 18 68.4332777778 63.9554444444 42.0856666667 
85 18 32.6685 1.1511111111 -1.4842222222 
86 18 29.6391666667 39.2745555556 74.1748888889 
87 18 20.4808888889 -5.5652777778 26.7470555556 
88 18 -0.3363333333 58.4454444444 49.4925 
89 18 27.9954444444 -16.1567777778 42.2171666667 
90 18 18.6971111111 19.8731111111 -19.2783333333 
91 18 33.4570555556 -15.3243333333 54.5203888889 
92 18 19.7543333333 76.9708888889 48.032 
93 18 32.9952222222 73.4897777778 7.3377777778 
94 18 51.0602222222 57.5617222222 65.549 
95 18 25.9333888889 53.1971666667 12.0326666667 
96 18 13.8172777778 78.7963333333 58.474 
97 18 27.4496111111 76.9778888889 41.6506666667 
98 18 8.0051111111 22.232 80.01 
99 18 50.4125555556 69.6055555556 79.4615555556 
100 18 75.8785555556 58.5822777778 58.5877777778 
101 18 17.4217777778 33.292 59.4018333333 
102 18 -1.8304444444 15.9637777778 24.4600555556 
103 18 2.4931666667 79.0866111111 58.1421111111 
104 18 11.6735 9.2407777778 -9.1712222222 
105 18 51.1211111111 -5.8210555556 11.6088888889 
106 18 40.1133333333 61.2836111111 40.6436111111 
107 18 81.85 52.0648333333 21.5376666667 
108 18 45.9565555556 60.5572222222 6.6830555556 
109 18 75.4378888889 67.7301111111 1.0841666667 
110 18 81.2118333333 42.5051666667 9.6325555556 
111 18 14.9014444444 10.1626666667 49.1803888889 
112 18 -1.0707222222 67.4570555556 -4.5873888889 
113 18 58.0348888889 -4.3868333333 31.3255555556 
114 18 57.8283333333 -3.4447777778 81.6468333333 
115 18 79.0224444444 17.0495 13.2113888889 
116 18 53.3568333333 66.2398888889 70.7879444444 
117 18 18.3739444444 -12.3420555556 55.4184444444 
118 18 43.9613333333 11.9112777778 76.5009444444 
119 18 -5.6875555556 33.1111111111 27.7826666667 
120 18 -5.7307222222 11.8282222222 44.7512777778 
121 18 32.1948333333 21.4666111111 22.7123333333 
122 18 1.1485555556 35.5627222222 0.0346111111 
123 18 -17.4288333333 53.9553888889 19.1635555556 
124 18 74.4157222222 -7.9481111111 45.0887777778 
125 18 62.433 8.4102222222 87.5293333333 
126 18 -7.4595555556 44.3109444444 44.3167777778 
127 18 43.6456666667 -5.0970555556 44.9105 
128 18 68.3565555556 27.8933888889 -10.9665555556 
129 18 68.4896111111 17.356 -5.2641111111 
130 18 58.0795 5.2036111111 57.7556666667 
131 18 7.4739444444 53.545 73.3579444444 
132 18 53.7777777778 22.679 -6.977 
133 18 44.0584444444 -9.691 22.2963888889 
134 18 65.3080555556 42.6213333333 91.5688333333 
135 18 79.3681666667 64.8202222222 23.2637777778 
136 18 60.6162222222 24.4803333333 46.2748888889 
137 18 0.2727222222 79.7653888889 23.1234444444 
138 18 73.1482222222 23.335 35.562 
139 18 42.0493333333 53.1205555556 -12.2912777778 
140 18 40.9213888889 63.3667222222 80.021 
141 18 41.1300555556 -1.5096111111 -2.3206666667 
142 18 25.4025 22.2820555556 73.5896111111 
143 18 66.906 63.3091111111 5.2097222222 
144 18 -4.9465555556 8.3072222222 71.207 
145 18 2.3416666667 34.5195 -9.4028888889 
146 18 65.0300555556 52.9438333333 70.0308888889 
147 18 67.6419444444 -10.2788888889 14.2443888889 
148 18 74.7288333333 31.7357777778 32.7980555556 
149 18 72.0944444444 80.6724444444 38.8369444444 
150 18 32.6956111111 39.4867777778 67.4844444444 
151 18 0.7548333333 12.8477222222 67.5866666667 
152 18 -6.7155555556 8.0725555556 51.5425555556 
153 18 -3.4273888889 58.3672777778 72.6606666667 
154 18 7.7756111111 78.2111111111 50.4209444444 
155 18 48.5643333333 -10.6813333333 56.7211111111 
156 18 65.7750555556 48.6722222222 64.1146111111 
157 18 2.8828888889 41.2626111111 75.1740555556 
158 18 -19.0426111111 39.5313333333 24.6335555556 
159 18 25.0832222222 11.1722777778 71.6821111111 
160 18 69.2773888889 31.6607222222 17.7356666667 
161 18 42.4411666667 33.2093888889 43.6212777778 
162 18 20.1764444444 84.5458888889 52.4064444444 
163 18 0.3377777778 -7.5425 -1.1154444444 
164 18 14.0760555556 15.1629444444 24.0616111111 
165 18 -3.6873888889 46.0034444444 6.978 
166 18 83.1641666667 73.3222777778 28.9905 
167 18 14.3497222222 65.5443333333 86.119 
168 18 55.9595555556 91.5522777778 0.4227222222 
169 18 -1.4713888889 -0.4967222222 -9.5128888889 
170 18 25.9593888889 80.9778333333 27.3775 
