# Cluster list (16 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17658 22.1800709593 22.1054825575 21.9070776419 
2 36 54.0399722222 49.4504166667 28.0336111111 
3 36 11.8995277778 43.1198055556 49.2165833333 
4 36 -3.5712777778 -1.6338611111 6.2752222222 
5 36 39.9315555556 -4.3060555556 44.1201944444 
6 18 13.1598333333 54.3744444444 45.8773888889 
7 18 42.1935 -5.0290555556 16.7378333333 
8 18 27.1504444444 -2.4128888889 47.1366666667 
9 18 15.6162222222 25.5828333333 56.5524444444 
10 18 48.5688333333 54.9227222222 26.1669444444 
11 18 -5.1381666667 51.3522222222 26.3010555556 
12 18 8.9728333333 -10.2410555556 6.5571111111 
13 18 51.7027777778 46.8761111111 33.9155 
14 18 -0.0580555556 47.5957222222 50.0806666667 
15 18 28.8449444444 -2.0986666667 -9.1098888889 
16 18 29.6933888889 -10.2727222222 8.8081111111 
