# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2163539209 6.7570402583 
0.6490617627 7.400567902 
1.0817696046 6.0457728627 
1.5144774464 7.0614114411 
1.9471852882 8.3447601004 
2.37989313 10.2964422984 
2.8126009718 7.9807562106 
3.2453088137 7.5700174886 
3.6780166555 7.1203219926 
4.1107244973 6.158630789 
4.5434323391 5.3348636078 
4.9761401809 5.0663618394 
5.4088480228 4.1733247935 
5.8415558646 3.8129307003 
6.2742637064 3.5516402837 
6.7069715482 2.930237523 
7.13967939 2.4646242313 
7.5723872319 2.3454796979 
8.0050950737 1.9343425861 
8.4378029155 1.6719874668 
8.8705107573 1.2949654209 
9.3032185991 1.2926229381 
9.735926441 1.08243129 
10.1686342828 1.0643255929 
10.6013421246 1.081776758 
11.0340499664 0.9605087126 
11.4667578083 1.0721897452 
11.8994656501 1.0651247535 
12.3321734919 1.1016813005 
12.7648813337 1.1507585478 
13.1975891755 1.1741900843 
13.6302970174 1.2294469175 
14.0630048592 1.2772064105 
14.495712701 1.3934179644 
14.9284205428 1.3617520692 
15.3611283846 1.3754743857 
15.7938362265 1.4662512511 
16.2265440683 1.4398149306 
16.6592519101 1.4829933196 
17.0919597519 1.4487964265 
17.5246675937 1.4779166155 
17.9573754356 1.5300439524 
18.3900832774 1.4717770533 
18.8227911192 1.4342493414 
19.255498961 1.4561965793 
19.6882068029 1.4661468236 
20.1209146447 1.4714730289 
20.5536224865 1.3782272492 
20.9863303283 1.3963464707 
21.4190381701 1.3971842188 
21.851746012 1.3485819467 
22.2844538538 1.3069102624 
22.7171616956 1.3134376638 
23.1498695374 1.267158165 
23.5825773792 1.2069302822 
24.0152852211 1.2442625444 
24.4479930629 1.158040661 
24.8807009047 1.1258327654 
25.3134087465 1.1207986325 
25.7461165883 1.1063452603 
