# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1584563525 0.0 
0.4753690576 1.2056224493 
0.7922817627 1.4435742485 
1.1091944677 1.3115217185 
1.4261071728 1.5564388178 
1.7430198778 1.3215476848 
2.0599325829 1.4287100679 
2.376845288 1.6728903217 
2.693757993 1.6723150103 
3.0106706981 1.9697023595 
3.3275834032 1.8293772664 
3.6444961082 1.8760031941 
3.9614088133 1.6959688933 
4.2783215184 1.6045578484 
4.5952342234 1.7253202405 
4.9121469285 1.7030880231 
5.2290596335 1.6579153266 
5.5459723386 1.7746526315 
5.8628850437 1.7010194051 
6.1797977487 1.7104306221 
6.4967104538 1.6932255018 
6.8136231589 1.6976068086 
7.1305358639 1.6973163975 
7.447448569 1.6565485284 
7.7643612741 1.7279361173 
8.0812739791 1.6642965974 
8.3981866842 1.6071628166 
8.7150993892 1.6486315798 
9.0320120943 1.5860589136 
9.3489247994 1.5740968708 
9.6658375044 1.5617799948 
9.9827502095 1.5081417539 
10.2996629146 1.5066476191 
10.6165756196 1.4819631459 
10.9334883247 1.4853363108 
11.2504010298 1.4134416589 
11.5673137348 1.4072633318 
11.8842264399 1.4027255743 
12.2011391449 1.3725579166 
12.51805185 1.3309881249 
12.8349645551 1.3063768147 
13.1518772601 1.3197214193 
13.4687899652 1.2758707033 
13.7857026703 1.2647143018 
14.1026153753 1.2479338919 
14.4195280804 1.2296921939 
14.7364407855 1.1776981741 
15.0533534905 1.2096744379 
15.3702661956 1.1755544954 
15.6871789006 1.1638414237 
16.0040916057 1.1256520673 
16.3210043108 1.1367199975 
16.6379170158 1.0989331003 
16.9548297209 1.0882122044 
17.271742426 1.0396481098 
17.588655131 1.0554904253 
17.9055678361 1.023085898 
18.2224805411 1.018015004 
18.5393932462 0.9847423649 
18.8563059513 0.9852935562 
