# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2142734659 1.7422525275 
0.6428203977 0.9955728728 
1.0713673294 1.0086725159 
1.4999142612 0.4237911553 
1.928461193 0.8568455053 
2.3570081248 0.9955728728 
2.7855550565 1.1797930501 
3.2141019883 1.1958656402 
3.6426489201 1.4773016823 
4.0711958519 1.3886588411 
4.4997427837 1.3422187145 
4.9282897154 1.3780032585 
5.3568366472 1.4042035296 
5.785383579 1.3823356434 
6.2139305108 1.402637534 
6.6424774425 1.447446968 
7.0710243743 1.4842200234 
7.4995713061 1.56594188 
7.9281182379 1.550553856 
8.3566651696 1.5406948293 
8.7852121014 1.4590155979 
9.2137590332 1.4897703659 
9.642305965 1.4084832809 
10.0708528967 1.4772871461 
10.4993998285 1.4230169172 
10.9279467603 1.3939806229 
11.3564936921 1.3354237455 
11.7850406239 1.3698450899 
12.2135875556 1.3926581549 
12.6421344874 1.3138625916 
13.0706814192 1.3133999705 
13.499228351 1.224902432 
13.9277752827 1.2644937877 
14.3563222145 1.1901338916 
14.7848691463 1.1884982237 
15.2134160781 1.2206365896 
15.6419630098 1.182569704 
16.0705099416 1.1921979253 
16.4990568734 1.1890569869 
16.9276038052 1.1195675289 
17.3561507369 1.1201965041 
17.7846976687 1.1063151815 
18.2132446005 1.0960211969 
18.6417915323 1.0701487693 
19.070338464 1.0313923816 
19.4988853958 1.0645384546 
19.9274323276 1.0254231771 
20.3559792594 1.0079274483 
20.7845261912 1.0050602295 
21.2130731229 0.9783727974 
21.6416200547 0.9716627284 
22.0701669865 0.9487470405 
22.4987139183 0.9043110228 
22.92726085 0.9199223197 
23.3558077818 0.9202988045 
23.7843547136 0.8746141624 
24.2129016454 0.8512059701 
24.6414485771 0.8497850315 
25.0699955089 0.8488114486 
25.4985424407 0.8096938589 
