# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1558274433 0.0 
0.4674823298 3.0401278109 
0.7791372164 2.3645438529 
1.090792103 2.9397031685 
1.4024469895 3.3723822165 
1.7141018761 2.4424958481 
2.0257567626 3.0906636188 
2.3374116492 3.1760441102 
2.6490665357 2.7568184092 
2.9607214223 2.7746307942 
3.2723763089 2.7145820668 
3.5840311954 2.5432247486 
3.895686082 2.7124191746 
4.2073409685 2.4423533399 
4.5189958551 2.2933452266 
4.8306507416 2.1776104277 
5.1423056282 2.2921893899 
5.4539605148 2.1535617028 
5.7656154013 2.0928630597 
6.0772702879 2.0454029648 
6.3889251744 1.9876419382 
6.700580061 1.9400511209 
7.0122349475 2.0392050345 
7.3238898341 1.8650928279 
7.6355447207 1.8892718514 
7.9471996072 1.8361270821 
8.2588544938 1.7966942138 
8.5705093803 1.7913842588 
8.8821642669 1.7338694564 
9.1938191534 1.6590748137 
9.50547404 1.5902002193 
9.8171289266 1.5821872204 
10.1287838131 1.5639267642 
10.4404386997 1.5077741765 
10.7520935862 1.5169896295 
11.0637484728 1.5021513713 
11.3754033593 1.5085281023 
11.6870582459 1.4936025997 
11.9987131325 1.4234054181 
12.310368019 1.3850842223 
12.6220229056 1.4833056033 
12.9336777921 1.4433464897 
13.2453326787 1.4067705078 
13.5569875652 1.3799073075 
13.8686424518 1.3516227781 
14.1802973384 1.3301748868 
14.4919522249 1.3399203335 
14.8036071115 1.3207771174 
15.115261998 1.3010519741 
15.4269168846 1.2734633538 
15.7385717711 1.261852379 
16.0502266577 1.2201604952 
16.3618815443 1.2235921087 
16.6735364308 1.2165546457 
16.9851913174 1.1813431975 
17.2968462039 1.17114135 
17.6085010905 1.1532613905 
17.920155977 1.1471100938 
18.2318108636 1.1289562645 
18.5434657502 1.1276164782 
