# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2725888592 8.2362984896 
0.8177665775 9.1775897455 
1.3629442959 6.6757366705 
1.9081220143 6.3219155974 
2.4532997326 6.1029621595 
2.998477451 5.7925615751 
3.5436551694 5.6551592779 
4.0888328877 4.629871932 
4.6340106061 4.4104049977 
5.1791883245 4.3886402284 
5.7243660428 3.4687009349 
6.2695437612 3.2530267082 
6.8147214796 2.9046562264 
7.3598991979 2.5747843542 
7.9050769163 2.2059182959 
8.4502546347 1.7843409488 
8.995432353 1.5262859135 
9.5406100714 1.3963169801 
10.0857877897 0.9703915455 
10.6309655081 0.9456223507 
11.1761432265 0.8033820097 
11.7213209448 0.7303999382 
12.2664986632 0.721150559 
12.8116763816 0.7038381811 
13.3568540999 0.7033551958 
13.9020318183 0.7818362277 
14.4472095367 0.7943122226 
14.992387255 0.8740857983 
15.5375649734 0.9361734434 
16.0827426918 0.9021759357 
16.6279204101 0.9614425109 
17.1730981285 1.0231048644 
17.7182758469 1.0520838209 
18.2634535652 1.1081209432 
18.8086312836 1.1227751623 
19.3538090019 1.1501628147 
19.8989867203 1.1090257311 
20.4441644387 1.1560881644 
20.989342157 1.1086683778 
21.5345198754 1.1144779883 
22.0796975938 1.1220513122 
22.6248753121 1.0861648521 
23.1700530305 1.0481179993 
23.7152307489 1.0419780827 
24.2604084672 0.9843076801 
24.8055861856 0.9834227918 
25.350763904 0.9753544781 
25.8959416223 0.9556491112 
26.4411193407 0.9168819744 
26.9862970591 0.9151691751 
27.5314747774 0.8833755771 
28.0766524958 0.8742462868 
28.6218302142 0.8390685509 
29.1670079325 0.8383049819 
29.7121856509 0.8161431451 
30.2573633692 0.8292448993 
30.8025410876 0.8037636596 
31.347718806 0.7924915091 
31.8928965243 0.7932260589 
32.4380742427 0.778574869 
