# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.127379462 0.0 
0.3821383859 0.0 
0.6368973099 0.0 
0.8916562338 0.335810987 
1.1464151577 0.8147545258 
1.4011740817 1.3653853317 
1.6559330056 1.7610245459 
1.9106919296 2.1566086264 
2.1654508535 2.5193561604 
2.4202097775 2.8120555957 
2.6749687014 3.1281486702 
2.9297276254 2.5768065575 
3.1844865493 2.9759965861 
3.4392454732 2.6727771486 
3.6940043972 2.4351174951 
3.9487633211 2.6940952644 
4.2035222451 2.7222474501 
4.458281169 2.5688261572 
4.713040093 2.609211041 
4.9677990169 2.9256661565 
5.2225579409 2.8508870361 
5.4773168648 2.6546096598 
5.7320757887 2.7920137535 
5.9868347127 2.719454253 
6.2415936366 2.6468966319 
6.4963525606 2.7257318246 
6.7511114845 2.7263857049 
7.0058704085 2.5518083021 
7.2606293324 2.5866310929 
7.5153882563 2.5649477263 
7.7701471803 2.3683638365 
8.0249061042 2.4875055038 
8.2796650282 2.4975478549 
8.5344239521 2.3740483695 
8.7891828761 2.297576581 
9.0439418 2.3594696324 
9.298700724 2.249577946 
9.5534596479 2.3422663785 
9.8082185718 2.238009944 
10.0629774958 2.2703529677 
10.3177364197 2.3085953315 
10.5724953437 2.1890647572 
10.8272542676 2.2706953537 
11.0820131916 2.2236756425 
11.3367721155 2.1046453839 
11.5915310395 2.0985077826 
11.8462899634 2.1235071003 
12.1010488873 2.0558438913 
12.3558078113 2.0065701802 
12.6105667352 2.01308431 
12.8653256592 1.9601336907 
13.1200845831 2.0029083441 
13.3748435071 1.932845574 
13.629602431 1.8559615342 
13.884361355 1.8781824464 
14.1391202789 1.8178345214 
14.3938792028 1.8133045258 
14.6486381268 1.786274755 
14.9033970507 1.719678023 
15.1581559747 1.7142242932 
