# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2142734659 8.2132177721 
0.6428203977 3.8132796799 
1.0713673294 6.267981984 
1.4999142612 5.5494714677 
1.928461193 4.9481271004 
2.3570081248 5.0994154299 
2.7855550565 4.6078091832 
3.2141019883 4.6290472946 
3.6426489201 4.5797205089 
4.0711958519 4.3414887301 
4.4997427837 4.1500322429 
4.9282897154 3.8169740024 
5.3568366472 3.6075114308 
5.785383579 3.438440347 
6.2139305108 3.0165027238 
6.6424774425 3.0358148908 
7.0710243743 2.7142824951 
7.4995713061 2.4733493128 
7.9281182379 2.3372082706 
8.3566651696 2.2260627485 
8.7852121014 2.0891273596 
9.2137590332 2.0014907044 
9.642305965 1.8789290163 
10.0708528967 1.7174894134 
10.4993998285 1.6314706596 
10.9279467603 1.5028799306 
11.3564936921 1.407200577 
11.7850406239 1.4071786729 
12.2135875556 1.3910568877 
12.6421344874 1.2228603634 
13.0706814192 1.183721551 
13.499228351 1.2194297129 
13.9277752827 1.1572110241 
14.3563222145 1.2202738909 
14.7848691463 1.1810381759 
15.2134160781 1.1920135553 
15.6419630098 1.190783012 
16.0705099416 1.1694929075 
16.4990568734 1.2272730402 
16.9276038052 1.2168054956 
17.3561507369 1.1683097827 
17.7846976687 1.1937539282 
18.2132446005 1.2045497 
18.6417915323 1.2131025369 
19.070338464 1.2279735206 
19.4988853958 1.2317843109 
19.9274323276 1.2490117669 
20.3559792594 1.1981906559 
20.7845261912 1.1949725588 
21.2130731229 1.1921511853 
21.6416200547 1.1754637904 
22.0701669865 1.1687087875 
22.4987139183 1.1678184539 
22.92726085 1.12409272 
23.3558077818 1.1134066961 
23.7843547136 1.0900889079 
24.2129016454 1.0844328989 
24.6414485771 1.0621539568 
25.0699955089 1.0367517515 
25.4985424407 1.0385417068 
