# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.0988025918 2.5578931659 
0.2964077754 2.1924798565 
0.494012959 0.5385038244 
0.6916181425 1.1061159637 
0.8892233261 1.2999129204 
1.0868285097 1.4897619538 
1.2844336933 2.1752162356 
1.4820388769 2.4368094658 
1.6796440605 2.0863921215 
1.877249244 2.22753796 
2.0748544276 1.8855768353 
2.2724596112 2.2679556534 
2.4700647948 2.3451898963 
2.6676699784 2.2726436538 
2.865275162 2.2254886658 
3.0628803455 2.0363809671 
3.2604855291 1.9974734882 
3.4580907127 1.8286570294 
3.6556958963 1.9651194819 
3.8533010799 1.8875951321 
4.0509062634 1.89864235 
4.248511447 1.9529984591 
4.4461166306 1.8961077715 
4.6437218142 1.8092038567 
4.8413269978 1.8108349731 
5.0389321814 1.7869853333 
5.2365373649 1.7590826756 
5.4341425485 1.7856777324 
5.6317477321 1.7601915631 
5.8293529157 1.7663276056 
6.0269580993 1.7944660763 
6.2245632829 1.6832088385 
6.4221684664 1.723288706 
6.61977365 1.6819647964 
6.8173788336 1.7477623425 
7.0149840172 1.6263356707 
7.2125892008 1.622281505 
7.4101943844 1.636348342 
7.6077995679 1.5674069884 
7.8054047515 1.5344080346 
8.0030099351 1.5047959186 
8.2006151187 1.5346368907 
8.3982203023 1.4703519491 
8.5958254859 1.5013035105 
8.7934306694 1.4345901412 
8.991035853 1.4212347956 
9.1886410366 1.4415997248 
9.3862462202 1.4174408724 
9.5838514038 1.3595943411 
9.7814565873 1.3560209043 
9.9790617709 1.3459780272 
10.1766669545 1.3038600831 
10.3742721381 1.3190054976 
10.5718773217 1.274627327 
10.7694825053 1.2658858559 
10.9670876888 1.2591555039 
11.1646928724 1.251303068 
11.362298056 1.1921705924 
11.5599032396 1.1766757011 
11.7575084232 1.1362527028 
