# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1485689234 0.0 
0.4457067701 1.0690267144 
0.7428446168 0.6301631159 
1.0399824636 0.9303421677 
1.3371203103 0.9077964559 
1.634258157 0.9703473254 
1.9313960038 0.8956255308 
2.2285338505 0.9121517883 
2.5256716973 1.151790073 
2.822809544 1.2702088637 
3.1199473907 1.2117789222 
3.4170852375 1.2101274697 
3.7142230842 1.3626101704 
4.0113609309 1.3352085033 
4.3084987777 1.3306078947 
4.6056366244 1.403227299 
4.9027744711 1.3152823175 
5.1999123179 1.4103242531 
5.4970501646 1.3450791825 
5.7941880113 1.3011957064 
6.0913258581 1.4147436805 
6.3884637048 1.2452195817 
6.6856015515 1.2591853835 
6.9827393983 1.2048969776 
7.279877245 1.2706044336 
7.5770150918 1.238887443 
7.8741529385 1.2132210155 
8.1712907852 1.1483674367 
8.468428632 1.171762068 
8.7655664787 1.1739231695 
9.0627043254 1.1293150716 
9.3598421722 1.1361775359 
9.6569800189 1.1263743135 
9.9541178656 1.0761387425 
10.2512557124 1.0951312032 
10.5483935591 1.0481607606 
10.8455314058 1.0630356716 
11.1426692526 1.0180965486 
11.4398070993 1.0389295378 
11.7369449461 0.9834771722 
12.0340827928 0.98204474 
12.3312206395 1.0013306546 
12.6283584863 0.9462040475 
12.925496333 0.9382653703 
13.2226341797 0.9325958013 
13.5197720265 0.8920546861 
13.8169098732 0.9113176709 
14.1140477199 0.8797636601 
14.4111855667 0.8771563394 
14.7083234134 0.8652848525 
15.0054612601 0.8288135753 
15.3025991069 0.8183824718 
15.5997369536 0.7878658366 
15.8968748004 0.7912814484 
16.1940126471 0.7836730007 
16.4911504938 0.7696159426 
16.7882883406 0.7405831304 
17.0854261873 0.732400236 
17.382564034 0.7316278476 
17.6797018808 0.7027333316 
