# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1064318656 3.2184775275 
0.3192955968 1.3793475118 
0.5321593281 1.1857548786 
0.7450230593 2.087661099 
0.9578867905 1.5300958738 
1.1707505217 2.1220730951 
1.3836142529 2.4328649027 
1.5964779842 2.3424422242 
1.8093417154 2.7586950236 
2.0222054466 2.5415283797 
2.2350691778 2.7809201598 
2.447932909 2.6428807909 
2.6607966403 2.4292986029 
2.8736603715 2.5771355705 
3.0865241027 2.5043937655 
3.2993878339 2.2587373494 
3.5122515651 2.4502974567 
3.7251152964 2.1363126135 
3.9379790276 2.4162085431 
4.1508427588 2.3045540228 
4.36370649 2.3226126487 
4.5765702212 2.2067571224 
4.7894339525 2.095506435 
5.0022976837 2.1657226573 
5.2151614149 2.1676919716 
5.4280251461 2.0439229404 
5.6408888773 2.1079729416 
5.8537526086 2.1603090676 
6.0666163398 2.0959063751 
6.279480071 2.0942908155 
6.4923438022 2.1102880242 
6.7052075334 2.0389817323 
6.9180712647 2.0586475066 
7.1309349959 2.0025869974 
7.3437987271 1.92694062 
7.5566624583 1.9348319016 
7.7695261895 1.8246359964 
7.9823899208 1.8567846177 
8.195253652 1.8875172907 
8.4081173832 1.8117257605 
8.6209811144 1.7783053033 
8.8338448456 1.7933030389 
9.0467085769 1.7847434896 
9.2595723081 1.7059008068 
9.4724360393 1.7189411202 
9.6852997705 1.7126176507 
9.8981635018 1.7424530718 
10.111027233 1.6769936829 
10.3238909642 1.6637389855 
10.5367546954 1.6781967573 
10.7496184266 1.5947259583 
10.9624821579 1.5985199433 
11.1753458891 1.5798524954 
11.3882096203 1.5479576323 
11.6010733515 1.5335714939 
11.8139370827 1.5004005182 
12.026800814 1.5011944362 
12.2396645452 1.4325615772 
12.4525282764 1.453283512 
12.6653920076 1.383936246 
