# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1424979956 2.6558100282 
0.4274939867 1.1382042978 
0.7124899778 3.0751484537 
0.9974859689 2.6558100282 
1.28248196 2.7864236361 
1.5674779511 2.9476572841 
1.8524739422 3.0949597179 
2.1374699333 3.1744001521 
2.4224659245 3.3411803581 
2.7074619156 3.0968116934 
2.9924579067 2.7922111475 
3.2774538978 3.2645725284 
3.5624498889 3.2673824867 
3.84744588 2.7334936853 
4.1324418711 2.6053033399 
4.4174378622 2.2395735051 
4.7024338534 2.314488054 
4.9874298445 2.3234725383 
5.2724258356 2.2834277068 
5.5574218267 2.2182181918 
5.8424178178 2.2303749563 
6.1274138089 2.1081808515 
6.4124098 2.1889889107 
6.6974057912 2.1365086105 
6.9824017823 1.8772049783 
7.2673977734 1.7846063285 
7.5523937645 1.8087742717 
7.8373897556 1.7685892255 
8.1223857467 1.7360301087 
8.4073817378 1.6956090835 
8.6923777289 1.6728463023 
8.9773737201 1.5977681426 
9.2623697112 1.5730373692 
9.5473657023 1.5933282616 
9.8323616934 1.4666080581 
10.1173576845 1.5537296436 
10.4023536756 1.4710941712 
10.6873496667 1.4503404373 
10.9723456578 1.4625767392 
11.257341649 1.4552772319 
11.5423376401 1.42855703 
11.8273336312 1.4211950315 
12.1123296223 1.3624565194 
12.3973256134 1.3945692609 
12.6823216045 1.4027826744 
12.9673175956 1.3845617246 
13.2523135867 1.3551304445 
13.5373095779 1.4097097697 
13.822305569 1.3969628489 
14.1073015601 1.3425370786 
14.3922975512 1.3568894785 
14.6772935423 1.3324109127 
14.9622895334 1.3312773693 
15.2472855245 1.3246575464 
15.5322815156 1.3140462815 
15.8172775068 1.2806286642 
16.1022734979 1.293379761 
16.387269489 1.2490527051 
16.6722654801 1.2530187763 
16.9572614712 1.2685174911 
