# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1384243741 0.0 
0.4152731223 1.2954729413 
0.6921218704 0.9545590094 
0.9689706186 0.9313400065 
1.2458193668 1.1595544688 
1.5226681149 1.3353336472 
1.7995168631 1.1424643262 
2.0763656113 1.5453689052 
2.3532143594 1.5462096397 
2.6300631076 1.4321907499 
2.9069118558 1.5177776636 
3.183760604 1.498441246 
3.4606093521 1.5623016964 
3.7374581003 1.5218846656 
4.0143068485 1.4428817483 
4.2911555966 1.5595984925 
4.5680043448 1.5961114599 
4.844853093 1.5235551197 
5.1217018411 1.5187433509 
5.3985505893 1.5513884549 
5.6753993375 1.5188161748 
5.9522480857 1.4867583475 
6.2290968338 1.5235239384 
6.505945582 1.4743529709 
6.7827943302 1.5306865181 
7.0596430783 1.4306642744 
7.3364918265 1.4684895933 
7.6133405747 1.4427766076 
7.8901893228 1.4043415742 
8.167038071 1.3975826048 
8.4438868192 1.3925753918 
8.7207355674 1.379894087 
8.9975843155 1.3884330382 
9.2744330637 1.2863157521 
9.5512818119 1.3113625282 
9.82813056 1.2361299333 
10.1049793082 1.2460135541 
10.3818280564 1.1825988353 
10.6586768046 1.2019029146 
10.9355255527 1.2115619403 
11.2123743009 1.1620558134 
11.4892230491 1.1572757892 
11.7660717972 1.1359234597 
12.0429205454 1.1274288557 
12.3197692936 1.1038886077 
12.5966180417 1.1216029938 
12.8734667899 1.0791946624 
13.1503155381 1.05647359 
13.4271642863 1.0511376027 
13.7040130344 1.0147724515 
13.9808617826 1.0055619793 
14.2577105308 0.995838858 
14.5345592789 0.946201279 
14.8114080271 0.9327043103 
15.0882567753 0.9272858948 
15.3651055234 0.9277330193 
15.6419542716 0.9129858066 
15.9188030198 0.887906366 
16.195651768 0.8813051822 
16.4725005161 0.8524433944 
