# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.1600410212 2.0171527009 
0.4801230635 3.7461407303 
0.8002051059 3.1849779488 
1.1202871483 2.3987761849 
1.4403691906 2.8107865505 
1.760451233 2.8594802024 
2.0805332754 2.5571778334 
2.4006153177 2.5900718112 
2.7206973601 2.444751891 
3.0407794025 2.530745086 
3.3608614448 2.4620232362 
3.6809434872 2.3372550187 
4.0010255296 2.1332787626 
4.3211075719 2.1130319883 
4.6411896143 2.0331364783 
4.9612716566 1.9919732636 
5.281353699 1.906048819 
5.6014357414 1.8898460016 
5.9215177837 1.9071619013 
6.2415998261 1.7572741321 
6.5616818685 1.9035778859 
6.8817639108 1.7001092339 
7.2018459532 1.6785260131 
7.5219279956 1.6750767148 
7.8420100379 1.6598669088 
8.1620920803 1.5777421946 
8.4821741227 1.5499621371 
8.802256165 1.4855276171 
9.1223382074 1.4394044099 
9.4424202497 1.4137837774 
9.7625022921 1.4613696744 
10.0825843345 1.353802854 
10.4026663768 1.3322501114 
10.7227484192 1.3359817413 
11.0428304616 1.2743479399 
11.3629125039 1.3081349967 
11.6829945463 1.277311355 
12.0030765887 1.2172720494 
12.323158631 1.2551071562 
12.6432406734 1.2298555455 
12.9633227157 1.2391490784 
13.2834047581 1.2141174569 
13.6034868005 1.1967421911 
13.9235688428 1.175043858 
14.2436508852 1.1713813867 
14.5637329276 1.1737224056 
14.8838149699 1.1337349696 
15.2038970123 1.156830667 
15.5239790547 1.1344876109 
15.844061097 1.0773148556 
16.1641431394 1.0999295606 
16.4842251818 1.0791779625 
16.8043072241 1.0550472163 
17.1243892665 1.0455743184 
17.4444713088 1.0451345551 
17.7645533512 1.0235287322 
18.0846353936 1.0293228829 
18.4047174359 0.986714881 
18.7247994783 0.9615218972 
19.0448815207 0.960431335 
