# Radial distribution function (60 data points):
# "Pair separation distance" g(r)
0.2725888592 0.0 
0.8177665775 1.4326883285 
1.3629442959 1.5834976263 
1.9081220143 2.4846171463 
2.4532997326 1.7536731453 
2.998477451 2.4796528763 
3.5436551694 2.3426898391 
4.0888328877 2.2846716245 
4.6340106061 2.079708864 
5.1791883245 1.9551878235 
5.7243660428 1.7017682613 
6.2695437612 1.6588389631 
6.8147214796 1.5930638877 
7.3598991979 1.5736872104 
7.9050769163 1.5920020597 
8.4502546347 1.6251043986 
8.995432353 1.3707279194 
9.5406100714 1.4804965716 
10.0857877897 1.3199239924 
10.6309655081 1.362372337 
11.1761432265 1.2605612217 
11.7213209448 1.2050971281 
12.2664986632 1.2247174421 
12.8116763816 1.1943392544 
13.3568540999 1.2306323399 
13.9020318183 1.1985577312 
14.4472095367 1.1954935277 
14.992387255 1.2081138542 
15.5375649734 1.2537737554 
16.0827426918 1.2899316273 
16.6279204101 1.2127288342 
17.1730981285 1.2694635638 
17.7182758469 1.2600634752 
18.2634535652 1.2207139986 
18.8086312836 1.2225928031 
19.3538090019 1.1843076887 
19.8989867203 1.1746706115 
20.4441644387 1.2016040888 
20.989342157 1.1595421803 
21.5345198754 1.1308576357 
22.0796975938 1.1005002808 
22.6248753121 1.1079511863 
23.1700530305 1.1153412983 
23.7152307489 1.0502259079 
24.2604084672 1.022688507 
24.8055861856 1.0215583713 
25.350763904 1.0157135229 
25.8959416223 0.9793247003 
26.4411193407 0.9696750772 
26.9862970591 0.9386242675 
27.5314747774 0.9112142449 
28.0766524958 0.9146134405 
28.6218302142 0.9041581863 
29.1670079325 0.8650298615 
29.7121856509 0.8622765444 
30.2573633692 0.8345591681 
30.8025410876 0.8372183597 
31.347718806 0.8152606603 
31.8928965243 0.7925114036 
32.4380742427 0.7999322634 
