# Cluster list (31 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 24622 31.5524480952 31.3012902689 32.0917163918 
2 130 60.3754384615 -2.2870769231 35.4323538462 
3 104 36.3795769231 60.9917788462 -1.82825 
4 78 9.2496282051 58.9393846154 64.6665128205 
5 78 64.2693461538 54.9978974359 48.1792051282 
6 78 59.8843846154 62.9632179487 1.0151025641 
7 78 -0.4183717949 30.9331025641 -5.6427564103 
8 78 18.7399615385 62.7364487179 59.8991410256 
9 78 51.495 50.0856410256 0.7296923077 
10 52 2.7155192308 11.9231153846 41.6155961538 
11 52 60.8984230769 -1.8513269231 64.8550576923 
12 52 22.9871538462 32.5288269231 65.8986730769 
13 52 76.2193653846 52.0640192308 33.9073653846 
14 26 -6.7651538462 1.8670769231 -0.4948076923 
15 26 42.5452692308 -7.455 35.5372307692 
16 26 -11.7599615385 47.1929230769 60.3478076923 
17 26 74.1513461538 9.0823076923 36.1164230769 
18 26 64.1406923077 26.8195384615 -4.4313461538 
19 26 25.6916538462 54.8723846154 70.5471153846 
20 26 13.3639615385 -7.6843461538 64.8685769231 
21 26 15.6170769231 -1.3969230769 -4.9501923077 
22 26 16.698 20.4488076923 70.3495769231 
23 26 5.1675384615 -3.5852692308 21.9776538462 
24 26 6.6770769231 61.1203461538 -2.3727692308 
25 26 11.5353076923 -13.1876923077 33.4804230769 
26 26 6.8041153846 34.9106153846 67.799 
27 26 5.7267692308 -7.7655384615 11.5812307692 
28 26 51.2525384615 -7.3062307692 46.4896153846 
29 26 -0.2505384615 61.3476923077 15.2968076923 
30 26 75.2656538462 46.5531538462 67.218 
31 26 25.9231538462 -5.1583846154 66.2534615385 
