# Cluster list (14 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 25532 24.9002650791 25.1125846389 25.496100658 
2 104 55.0670480769 -0.2679326923 18.1125192308 
3 52 34.4326153846 -8.1065384615 27.7250192308 
4 52 13.3963076923 -5.0424615385 49.6476923077 
5 26 33.4983461538 55.4308846154 -0.44 
6 26 -0.0083461538 25.1768846154 -10.6428846154 
7 26 43.1267307692 -9.9239230769 23.1078846154 
8 26 64.8843461538 32.8776153846 21.6031538462 
9 26 59.6701153846 47.1266153846 -5.9440769231 
10 26 0.8390769231 21.0865384615 -6.0952692308 
11 26 54.1946538462 42.8516923077 -2.6759230769 
12 26 -7.5606153846 13.7873461538 -2.8751538462 
13 26 59.458 47.8818461538 52.3700384615 
14 26 24.0781538462 -9.5273076923 54.658 
