Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,52016.14355523791,62783.69083793509,33541.58727391047,-44309.13455660765,2.8621507534330695
2,51623.18585566977,63319.11401253897,33522.32884474327,-45218.25700161247,2.837656880632839
4,51537.41809597341,63360.99690735987,33772.26321277136,-45595.84202415781,2.7842945283145744
6,51581.48466345786,63724.8667916548,33702.03875188643,-45845.42088008337,2.826139036494048
8,50057.36366461822,62787.37519018851,33683.518969370474,-46413.530494940765,2.7923121119257095
10,49763.414191142045,63298.463817139,33434.43936984201,-46969.48899583896,2.7619715580561772
12,49316.10552067772,63275.53422158455,33380.71506834059,-47340.14376924744,2.7691284591583085
14,48530.29425576164,63257.72271228975,33366.23329047155,-48093.66174699967,2.7138275197189508
16,48091.842313851994,63064.709786975174,33391.166431557525,-48364.03390468071,2.7421034091671106
18,47279.081698165726,62932.97587439634,33209.09453422305,-48862.98871045366,2.716628888664082
20,47944.23275443354,63229.927952446786,33439.32073018154,-48725.015928194785,2.713146252615501
22,47596.00926792652,63241.636513672114,33323.73347570004,-48969.36072144563,2.747425330215592
24,47085.62432792429,63080.20781691861,33183.68547429478,-49178.26896328912,2.6944970849441954
26,46831.90505877421,63265.9620612023,33491.97433871862,-49926.03134114671,2.6656424022852447
28,45965.58033412136,62874.82796469625,33362.02244735286,-50271.27007792773,2.6580698758788723
30,46040.244038332334,63000.7163743385,33506.20923496513,-50466.68157097131,2.6687194048024834
32,45992.184370176255,63052.68609838053,33376.69355408964,-50437.19528229392,2.6459468799891552
34,45668.15618443221,63002.36087464248,33199.130656547975,-50533.33534675825,2.6776573299737074
36,45796.99269283879,63214.057687176435,33603.96316309318,-51021.02815743083,2.622631500513508
38,45585.94435555943,63344.11048703861,33416.957621602734,-51175.123753081905,2.6368909349836254
40,45121.38324752882,63065.068299008584,33299.77797647559,-51243.46302795535,2.628899806552706
42,45471.49637136965,63315.285226778156,33637.60183074616,-51481.390686154664,2.6288124776617483
44,44266.11108139044,62755.188520522235,33351.90397023212,-51840.981409363914,2.616146561632249
46,44122.063627770294,62770.06280114368,33174.71858589168,-51822.717759265055,2.633899539242015
48,44584.26108390063,63310.822739446885,33328.24615845677,-52054.807814003034,2.623706560355628
50,43660.323126893905,62582.56596598484,33420.62442794025,-52342.86726703118,2.600504484737258
52,43831.69519440123,63094.78839561681,33595.53160620283,-52858.6248074184,2.5696138625689615
54,43367.2819089882,62716.77766353054,33564.65144630742,-52914.14720084975,2.549567269000266
56,43348.80554518228,63055.53073573331,33161.44549482196,-52868.170685373,2.6064822952086755
58,43865.03866575942,63129.48726481736,33519.61648666478,-52784.06508572273,2.586436721558123
60,42614.63852635713,62831.459570086394,33097.382710283266,-53314.20375401253,2.552295373615091
62,43755.11166993093,63046.946553023605,33537.64024410522,-52829.47512719789,2.568726681440454
64,43739.03053221844,63329.71746340205,33704.729367913664,-53295.41629909727,2.5766992344493977
66,43211.20005183444,63057.49896331533,33504.35671492677,-53350.655626407664,2.575190845315753
68,42955.69116255079,63207.3893211169,33343.9705678918,-53595.66872645791,2.5752552696025384
70,42658.43114138811,63202.13655010643,33409.57647913281,-53953.28188785113,2.5551618720179246
72,42710.037772173775,63150.76760814343,33280.94042164805,-53721.67025761771,2.5651627119891596
74,42571.64423370238,63190.95116603486,33456.45822725508,-54075.76515958757,2.555163348179015
76,42446.83638707336,62966.16164611159,33711.42454727671,-54230.74980631494,2.5491904474748646
78,42210.469891344066,63014.34387581262,33364.22511743306,-54168.09910190163,2.559875784799276
80,42579.63028242216,63283.999269238666,33806.339374028896,-54510.708360845405,2.527759802997734
82,42029.93152392145,62891.63213374188,33402.88369748845,-54264.584307308876,2.5711830252873393
84,41712.48219690184,62741.890187674115,33335.47644561215,-54364.88443638443,2.5552003975003634
86,42040.44214491412,63365.39452430159,33566.17966979077,-54891.13204917824,2.5266659642041387
88,41711.23015244797,63223.69468808382,33255.721521700994,-54768.18605733685,2.534859764174505
90,41240.194719094754,62624.22448354015,33764.49585675448,-55148.52562119988,2.5087596014706364
92,41569.880748811105,63429.37458695893,33476.599168613735,-55336.093006761555,2.4991437888162262
94,40950.66359064585,63026.09685724057,33471.94337620351,-55547.37664279822,2.51141901913691
96,40845.37611371484,62889.917613724574,33504.65094194763,-55549.19244195736,2.5188324441023515
98,41256.82325492783,62940.050716488135,33497.920909632805,-55181.14837119311,2.5297180737743794
100,41057.43372560333,62958.286760274066,33550.27114878474,-55451.12418345548,2.524259619508013
102,40534.20967544413,62649.373450523075,33496.412947530014,-55611.57672260897,2.51683812799654
104,40397.71858761783,62900.64752614038,33622.28515612957,-56125.21409465213,2.462324601681454
106,40409.2603725141,62833.08321121413,33431.14137402056,-55854.96421272059,2.488599754314272
108,40771.0557517284,62613.41678360273,33716.644161680146,-55559.005193554476,2.4931885237638327
110,40636.57514992267,62985.31608787026,33733.324859771106,-56082.0657977187,2.498757962962668
112,40152.09980834763,63043.43291738155,33245.01863825485,-56136.35174728876,2.5112153916682916
114,40575.194215678115,63359.09931773367,33581.23783253267,-56365.14293458822,2.506859964354245
116,41003.82858678454,63206.085289008566,33784.42919493273,-55986.685897156756,2.491011361676756
118,39616.636604930274,62564.39599916542,33422.851751901566,-56370.61114613671,2.4721873219647885
120,40057.30715936226,62996.2247338237,33583.23699417436,-56522.15456863579,2.467655694111093
122,39821.58505522553,63221.21753309461,33602.72106974735,-57002.35354761643,2.4582668509368446
124,38970.654207336265,62682.915259121,33514.25866215902,-57226.519713943766,2.4408589741902937
126,39737.633419311074,62917.35799664418,33725.88398572466,-56905.608563057765,2.45191525789215
128,39856.02794859241,63084.28206890022,33788.90345648302,-57017.157576790836,2.4608565208658186
130,39648.21561022749,63116.61301257247,33605.360503567266,-57073.757905912236,2.47504622539297
132,39103.423055774976,63062.11073151172,33649.024502465116,-57607.71217820186,2.41394081341408
134,39279.47568058922,62755.86379945214,33748.24390266636,-57224.63202152929,2.4679747860598553
136,38927.59754557673,63246.02357631271,33360.93218110557,-57679.35821184155,2.4482739095213724
138,38939.49137100239,62638.67518012367,33838.02678624381,-57537.21059536509,2.4649547937109495
140,38668.75777512497,62904.65954799181,33691.735107417546,-57927.63688028439,2.4274385133585366
142,38658.68031883599,62661.614271693936,33737.69820326434,-57740.63215612229,2.437832336753103
144,38916.602062839826,62990.88987521219,33543.58294337469,-57617.87075574708,2.4613428333229908
146,39274.54434437308,63265.66009694162,33664.14635845846,-57655.262111027005,2.450002103569954
148,39351.68668169437,63434.44076445947,33541.995738347505,-57624.74982111261,2.453803757368621
150,38726.61279405077,63162.95581654179,33460.55461772519,-57896.89764021621,2.4362118648383144
152,38788.50500173538,62784.419822968965,33748.17434817661,-57744.0891694102,2.4419154530732987
154,38458.47242048525,63041.21106099558,33595.92955287632,-58178.66819338664,2.420260729489156
156,37995.597118134945,62618.76982497863,33517.07937893365,-58140.25208577734,2.4457597278032783
158,38081.138681384626,62905.770948279634,33488.83935822709,-58313.47162512209,2.419295707576737
160,38244.77238430118,63116.655681833035,33721.779255114525,-58593.66255264639,2.4020133622989253
162,38051.74475303648,62951.177772341056,33466.10680419134,-58365.53982349592,2.434672944880443
164,38164.69467227073,63115.417354932695,33636.34793039237,-58587.07061305434,2.4098561846188895
166,38613.204148034405,63110.508688287766,33828.85796050199,-58326.16250075535,2.4154468572326206
168,38782.01924364744,63202.22701716402,33691.13490051026,-58111.34267402685,2.4105615920251147
170,38065.00381458107,62991.92237875613,33550.91246681592,-58477.831030990965,2.451753177944588
172,38348.317941133675,63151.12151490892,33640.76454184543,-58443.56811562067,2.4277392733620062
174,38058.387605716576,63145.970649389244,33608.639418882616,-58696.2224625553,2.409875853554273
176,37448.483157591894,62903.88867067053,33651.695094685965,-59107.1006077646,2.372027733453997
178,37636.17466875414,62592.65806534494,33507.31281391079,-58463.79621050159,2.414796653449817
