Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,23240.184249125734,26914.876805361793,13435.026270830223,-17109.71882706628,4.814173298898758
1,23226.172897321907,27140.433796071586,13489.904931521181,-17404.16583027086,4.77648035606454
2,23060.542877371045,27215.476390101092,13322.198271603815,-17477.131784333862,4.801114290653734
3,22817.308476663005,27002.70782801868,13246.685604179062,-17432.084955534738,4.845881686200151
4,22863.663775968234,27045.5716688518,13249.9274598599,-17431.835352743467,4.828108834787919
5,22702.923362287416,27047.441878009795,13279.83802344559,-17624.356539167973,4.837414629970589
6,22302.582346525218,27218.65685375478,13312.121115429582,-18228.19562265914,4.727803459364974
7,22427.462402430374,26903.159189101778,13413.049524415987,-17888.74631108739,4.755582374733518
8,22130.068878886515,26789.412483919383,13291.649246598972,-17950.99285163184,4.797827369200607
9,22062.66116096898,26761.77733832249,13235.17483473907,-17934.29101209258,4.811967941910861
10,22199.23942114443,27048.121472150837,13294.98229751138,-18143.864348517785,4.807833100442744
11,22170.768937094424,27165.427374440944,13272.611536663559,-18267.269974010076,4.780969907365756
12,22175.042652315315,27157.78053111712,13301.34930371931,-18284.087182521114,4.796335246342329
13,21937.820720334443,26980.829575716372,13215.454847396419,-18258.463702778346,4.821151294996735
14,21833.423986620226,26913.75667682851,13282.865375483128,-18363.19806569141,4.834395299114267
15,22115.812801468557,27104.8178016145,13460.589718060313,-18449.59471820626,4.829178989230298
16,21965.478181528822,27192.950077788835,13364.639361295373,-18592.111257555385,4.829224905030648
17,21595.017303192442,27041.847216093367,13333.110191340878,-18779.940104241803,4.75473639124678
18,21440.7518394993,27042.203005896958,13276.821038629174,-18878.27220502683,4.780862118149796
19,21466.314094539874,27155.213840784334,13313.804276585426,-19002.70402282989,4.77181214992025
20,21552.3832934351,27319.75441417425,13322.86681540127,-19090.237936140424,4.764991637589537
21,21563.44941060374,27139.529191200618,13406.725217636003,-18982.80499823288,4.787667319037778
22,21117.23981603955,27149.621010476494,13288.197735167068,-19320.578929604013,4.734573924723021
23,21266.9472683043,27022.21672299707,13275.935769754295,-19031.20522444707,4.810661382975449
24,20779.717023323574,26937.850766753632,13462.190461593727,-19620.324205023782,4.692206786289185
25,20912.046671703494,27040.410627994203,13267.406640099336,-19395.770596390044,4.78286822530186
26,20788.600061729197,26994.348532644508,13225.94635098468,-19431.694821899993,4.804117540386555
27,20666.266676938398,27043.256308055385,13281.018473619493,-19658.008104736477,4.780276605018383
28,20541.24470893472,27101.719060209452,13394.213310066234,-19954.68766134097,4.6858017725643215
29,20063.56782040113,26597.36642161055,13222.59323428794,-19756.39183549736,4.754923162373405
30,19803.517953928793,26650.07955058129,13146.539598974965,-19993.10119562746,4.764271787938162
31,20152.286529277662,27033.390778575424,13261.283323665244,-20142.387572963,4.691628591961393
32,20011.015276229788,27032.63639791576,13095.171803266134,-20116.7929249521,4.7528511625010745
33,20153.494854257286,26914.232400228444,13332.85721434299,-20093.594760314147,4.766742616495656
34,20314.67254130269,27198.608628513062,13186.29253680134,-20070.228624011714,4.78298944740803
35,20396.842798468933,27162.424485633273,13269.196415775845,-20034.77810294018,4.807191436680185
36,20453.95116134963,27259.53130346191,13274.787470797133,-20080.367612909416,4.80838574704646
37,20133.347747143176,27078.00279091267,13259.53520564512,-20204.190249414612,4.7750279082830795
38,19625.680848276214,26954.38609192393,13106.23658574017,-20434.941829387884,4.780401724908702
39,19662.329522658103,27115.043476721552,13270.740604324166,-20723.454558387617,4.713232191964847
40,19416.208201430956,26729.337189536327,13184.726913591165,-20497.855901696537,4.775874305158091
41,19584.63413396864,27086.38019759316,13163.374936093545,-20665.120999718063,4.7760342316280795
