Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,16455.591414256945,15000.136652752664,6632.5998754703305,-5177.145113966051,7.266475246198204
1,16177.514429262163,15081.938706920364,6495.91021976115,-5400.334497419353,7.2593285806274785
2,16304.280748718065,15219.65828931788,6548.16525177872,-5463.542792378536,7.21720527147147
3,16330.879420724126,15122.152169429324,6587.414136712218,-5378.686885417417,7.242114700627083
4,15871.980082508187,14914.836570815272,6639.52458412305,-5682.381072430134,7.130138376121962
5,15732.842667762943,14867.557826048574,6528.087866235723,-5662.803024521357,7.188845615483448
6,15799.49260001536,15106.887520651642,6537.697245934463,-5845.092166570748,7.125509679863798
7,15466.739506295995,14747.408485190917,6456.779622127706,-5737.448601022627,7.21395972465313
8,15689.267161249109,15189.57755925324,6477.88803913026,-5978.1984371343915,7.1444459586968945
9,15369.58204466611,14877.316683324418,6394.268378474468,-5902.003017132775,7.196525440727042
10,15510.491232009475,15012.257651355332,6415.679712844519,-5917.446132190375,7.163575264475369
11,15554.935794720732,14897.732663288909,6562.295028066633,-5905.09189663481,7.203183949067453
12,15470.368444554137,15164.013220577588,6492.653609989338,-6186.29838601279,7.146964007753025
13,15350.3222610551,14955.648820994018,6510.62706058485,-6115.953620523769,7.188914220047362
14,15365.039677556622,15134.679849476279,6469.526851822053,-6239.167023741708,7.176827195790955
15,15270.077515128047,14895.444165272065,6534.450256089899,-6159.8169062339175,7.188772892971612
16,15463.177499698304,15197.041281524129,6431.359764503621,-6165.223546329445,7.252139147503339
17,15163.095184932532,15106.510332780379,6549.055350122102,-6492.470497969948,7.137397116090037
18,14935.434226790403,15011.325377345915,6438.7827295317375,-6514.673880087248,7.175629309862052
19,14947.053357582357,14940.678732631091,6518.966789533731,-6512.592164582464,7.173573235369378
20,15107.669302557872,14968.175998411609,6556.1714686747055,-6416.678164528442,7.181357814542206
21,15098.777726372213,15022.204025853905,6514.04247176935,-6437.468771251043,7.202355900133204
22,14918.047633251244,15077.23268853475,6482.396017067243,-6641.581072350749,7.130560617286587
23,14907.58530489983,15164.304019549714,6467.595700669607,-6724.31441531949,7.141115453019994
24,14898.200576136804,15121.123530621551,6414.475733481755,-6637.3986879665035,7.185072398330522
25,15055.716715404466,15138.410191708794,6462.57922601247,-6545.272702316796,7.272198263338498
26,14672.783739007657,15123.034037607395,6438.678686657444,-6888.928985257181,7.119702857739075
27,14938.978613624502,15326.738804745604,6530.879587027113,-6918.639778148216,7.150051436559835
28,14714.456100223204,14997.819435122647,6523.284206122577,-6806.64754102202,7.174667945926439
29,14528.7839968761,15041.628629695977,6430.691661879934,-6943.536294699811,7.20326700517923
30,14470.624717685165,15041.254762506222,6479.058847017975,-7049.688891839033,7.146047354620947
31,14818.38028075811,15208.851263412596,6529.825850388891,-6920.296833043378,7.153260797920206
32,14424.998024671793,15016.728260636166,6550.0599887774015,-7141.790224741774,7.118871456292316
33,14420.061934654848,15076.987919894156,6535.9627531421975,-7192.888738381505,7.078370121120698
34,14183.89704833477,14866.997449109465,6392.112475609949,-7075.212876384647,7.148977816126308
35,14250.713676111858,15132.29158551395,6393.6688651049935,-7275.246774507085,7.149313909566601
36,14079.329956759531,14809.076621208562,6465.136870687657,-7194.883535136689,7.134215029878957
37,14254.354512992033,15059.875044413124,6521.465867893274,-7326.9863993143645,7.099405338984497
