# Cluster list (156 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 19370 40.3520829117 39.415431905 43.845552349 
2 806 10.045560794 21.8816401985 9.8101923077 
3 234 66.975008547 76.5428461538 10.5889786325 
4 130 77.7668307692 74.3022923077 34.4703076923 
5 130 20.1519923077 6.5732153846 5.0506461538 
6 130 31.2760769231 53.1567923077 -2.2070153846 
7 130 57.8097230769 78.9762153846 73.6162538462 
8 130 37.8834384615 79.1238846154 66.2802538462 
9 104 75.1077307692 13.1333942308 83.3787211538 
10 104 13.3685576923 76.2607115385 47.6109230769 
11 104 79.0528173077 52.6869038462 9.3188269231 
12 78 36.7239102564 43.7701794872 23.4447435897 
13 78 80.3912179487 40.1402435897 11.443974359 
14 78 3.0652307692 -3.6706538462 26.8617948718 
15 52 4.8173846154 19.1925769231 -2.4250384615 
16 52 58.1599038462 73.4538846154 -2.9642884615 
17 52 44.0234807692 81.9121153846 76.7094230769 
18 52 80.1232307692 21.8032692308 0.8976346154 
19 52 83.9946153846 31.1709038462 55.8873461538 
20 52 14.1003461538 2.4097307692 72.5800769231 
21 52 69.3146923077 -7.9728076923 46.6826923077 
22 52 63.6070961538 -7.1311153846 37.0183076923 
23 52 -4.7015 21.8227884615 49.4069807692 
24 52 32.7757115385 39.0174423077 88.4259615385 
25 52 51.9249615385 51.8833461538 23.7106346154 
26 52 47.1175576923 8.5931153846 83.1981153846 
27 52 7.5588846154 86.6521730769 31.6691346154 
28 52 72.1647115385 25.5517115385 0.6617692308 
29 52 68.1775192308 0.4031153846 4.2268076923 
30 52 80.2039230769 78.7556730769 46.5300192308 
31 52 60.4453269231 64.6135769231 -5.4387884615 
32 52 88.3263653846 35.3602884615 67.8525769231 
33 52 39.7376730769 66.3805576923 15.94825 
34 52 -3.6963461538 13.6424807692 19.5280384615 
35 52 80.6806153846 60.3675961538 54.7693076923 
36 52 28.1020961538 -5.2823076923 15.8399038462 
37 52 86.0023461538 61.8527307692 0.5648846154 
38 52 -2.7112307692 38.2134038462 -2.8010576923 
39 52 21.6514807692 -4.1214230769 50.9646730769 
40 52 27.9137115385 2.4516346154 88.9956153846 
41 52 -5.6803269231 46.7548461538 69.8273653846 
42 26 20.081 -5.4844615385 23.8947307692 
