# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 24596 24.8718508294 26.1542882583 25.9327461782 
2 416 47.76640625 -1.3171730769 14.8567932692 
3 208 7.1815240385 -8.3425721154 0.3112548077 
4 208 18.7046778846 -2.3426778846 38.0761057692 
5 78 10.4071794872 56.9504871795 8.6445384615 
6 78 31.5262564103 -7.6018974359 1.8732179487 
7 52 34.9810192308 3.0856346154 -8.54675 
8 52 49.3601730769 -1.3133846154 2.9908846154 
9 52 38.7324423077 -0.4490192308 -2.6883461538 
10 52 13.6323269231 2.3799807692 49.666 
11 26 59.8831153846 -7.9723076923 -2.8315384615 
12 26 26.8454230769 25.1820769231 58.4146153846 
13 26 -4.3451153846 19.3589615385 52.9464615385 
14 26 -0.1997692308 24.0849230769 57.0206923077 
15 26 50.2632692308 8.242 -7.8336153846 
16 26 9.6853076923 -10.403 49.3901923077 
17 26 54.7538846154 44.0122692308 -3.2523461538 
18 26 4.3958846154 6.1888846154 -9.0843461538 
