# Cluster list (12 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 25662 19.8013624036 19.9031934378 20.0898242927 
2 52 29.2936346154 -5.4039423077 -0.5949423077 
3 52 47.6179615385 33.60175 -0.3213076923 
4 26 45.0856923077 -2.6365769231 3.109 
5 26 29.3774615385 -5.0160769231 9.8158846154 
6 26 -4.6381538462 9.877 21.2939615385 
7 26 43.3862307692 44.5978076923 27.6660769231 
8 26 11.7906153846 42.9608846154 46.5536153846 
9 26 5.2129230769 -5.8335 51.8208461538 
10 26 11.6654230769 2.135 49.3692692308 
11 26 11.2531153846 -11.7459615385 4.8228076923 
12 26 33.0837692308 10.2969230769 -8.1842692308 
