# Cluster list (18 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 25272 22.9252540757 22.9471069167 23.4893546217 
2 130 54.2643230769 4.0876538462 29.1096230769 
3 78 56.7890897436 49.5652820513 33.7947564103 
4 78 40.0272435897 -6.9719358974 17.9345769231 
5 52 22.0641153846 49.9938461538 13.19825 
6 52 0.6448653846 57.2270769231 38.6323269231 
7 52 28.2919038462 50.9472307692 9.2386730769 
8 26 -0.9346923077 17.906 -8.8810769231 
9 26 -0.3292692308 19.7516153846 52.4379230769 
10 26 54.4498076923 42.5550384615 5.7327307692 
11 26 55.4460384615 33.2180769231 20.1691923077 
12 26 8.0881538462 -3.7178076923 46.9726538462 
13 26 49.1174230769 50.6922692308 15.8377307692 
14 26 30.1679615385 53.4550769231 26.5510769231 
15 26 8.9552692308 3.4616923077 54.0383076923 
16 26 52.3501538462 40.6498846154 -0.8865769231 
17 26 59.7327307692 42.8223461538 27.8961153846 
18 26 30.5803846154 55.4078461538 35.2277692308 
