# Cluster list (61 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 10764 21.2912894835 24.2741162207 30.816156819 
2 7072 47.4359390554 41.0992743213 31.5599070984 
3 1092 4.9201840659 47.5505512821 50.397970696 
4 884 31.7742251131 52.1191957014 56.7282771493 
5 598 58.4809046823 18.451361204 44.9692675585 
6 390 23.5926923077 1.1662128205 30.3361538462 
7 390 57.4371102564 2.0941846154 54.8959153846 
8 338 48.7494822485 59.8874378698 7.627260355 
9 286 57.1192622378 -0.650965035 24.6283951049 
10 260 42.0932423077 12.31515 -3.5128576923 
11 234 64.4913034188 28.766008547 9.5227777778 
12 234 23.4372393162 -2.4526025641 58.4396153846 
13 208 15.9580961538 -0.6323413462 2.1926153846 
14 208 61.5292067308 10.9616394231 6.8693653846 
15 208 -8.1977740385 52.6331490385 53.3796730769 
16 182 -0.4411483516 3.3555604396 5.860456044 
17 130 62.7841384615 63.3116538462 21.1263461538 
18 130 -3.6449153846 1.5999846154 57.3729846154 
19 130 5.6052692308 45.7555230769 -2.7529076923 
20 130 67.3945923077 58.1919615385 6.8085461538 
21 104 64.7065096154 1.1696057692 38.3556538462 
22 104 29.0011442308 35.9908173077 54.2791923077 
23 104 13.5412115385 67.5484326923 45.6252980769 
24 104 1.6540576923 60.7797019231 4.8637596154 
25 104 28.0936538462 68.7666057692 48.1402596154 
26 104 20.4627115385 36.5774903846 66.1308942308 
27 104 13.2613173077 60.5661442308 -2.0218269231 
28 78 -2.239025641 -0.9619102564 20.3056794872 
29 78 -3.1541282051 65.3515769231 55.3414230769 
30 78 13.8667307692 59.8388589744 65.4585 
31 78 33.642025641 54.1218205128 -5.5939358974 
32 78 54.5342179487 17.8721794872 -2.8213461538 
33 52 50.1885576923 34.1455576923 -6.0066538462 
34 52 65.9430769231 63.7834230769 39.2757692308 
35 52 51.7811153846 -1.9905961538 8.5177692308 
36 52 45.0219615385 61.7266923077 57.7389230769 
37 52 28.4415384615 35.0745384615 -7.0588076923 
38 52 9.6721153846 73.4797307692 12.6791538462 
39 52 3.4915961538 22.3281730769 64.6924038462 
40 52 67.1209807692 21.7789423077 63.5767307692 
41 52 14.0561346154 -4.8614038462 65.6840769231 
42 52 43.9514807692 63.9548846154 -6.2230769231 
43 26 69.6280769231 27.3946153846 37.3855769231 
44 26 39.3716538462 31.3026153846 70.1988846154 
45 26 59.9794615385 63.2608076923 54.327 
46 26 66.6380384615 -5.8858076923 5.2863846154 
47 26 1.8453461538 41.5087307692 34.2574230769 
48 26 55.8605769231 67.7536538462 -5.8775384615 
49 26 57.7760384615 66.8992692308 47.8626538462 
50 26 50.2394230769 33.7346923077 -13.4091923077 
51 26 -4.9848461538 14.9848461538 22.758 
52 26 43.7870384615 73.0108461538 59.1454230769 
53 26 -6.4638076923 36.6559615385 44.1425 
54 26 23.8001538462 -10.1053846154 8.9672692308 
55 26 33.8628846154 74.6633461538 7.8515384615 
56 26 74.9013846154 52.8993461538 30.2382307692 
57 26 0.3748846154 21.3569615385 -0.7300384615 
58 26 10.3342307692 -12.0976153846 27.1554615385 
59 26 16.0983846154 15.9001923077 -2.3560769231 
60 26 41.4085 66.2005384615 36.9698076923 
61 26 69.0673846154 48.8206923077 64.9263846154 
