Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,114994.83952126149,69143.417499518,55639.99141163695,-9788.569389893451,0.3342666314345851
2,114431.59268889434,69046.96114476981,54957.571088321754,-9572.939544197236,0.3702088561968645
4,114762.4788358133,69550.32730804101,55037.76215346094,-9825.610625688658,0.3680227129601764
6,114401.23894925317,69300.47500914463,55106.28452790629,-10005.520587797746,0.3626382670485445
8,113327.529681544,68592.86447128306,55213.775547407095,-10479.110337146143,0.35223539908295065
10,112870.7847199419,68804.69874987363,55177.37897534098,-11111.293005272695,0.33745239224771817
12,113777.74644843231,69417.8199692564,55303.72313051786,-10943.796651341941,0.34166146650316154
14,112826.57203301234,68898.32544797366,54852.929984990216,-10924.683399951537,0.3582302829706693
16,112142.44132757111,68464.65033797789,54851.20117056483,-11173.410180971621,0.36305761204664466
18,112716.05906699084,69013.0074435073,55240.573511569266,-11537.521888085736,0.3449383275705137
20,112339.9252177874,68767.43739638207,55102.23692767644,-11529.749106271101,0.3497630554719374
22,112440.44346886732,69194.76021895901,55259.40236276376,-12013.71911285546,0.3421678886320636
24,111807.38488295548,68799.98453664465,55068.81469030491,-12061.414343994104,0.3395381216061061
26,112883.42707942954,69689.7334314589,55290.24627205655,-12096.552624085914,0.351286911811853
28,111820.62250844746,69012.65721626706,55289.070921213264,-12481.105629032882,0.34074653836852486
30,111105.28476159478,68553.9233239044,55310.68614582924,-12759.32470813887,0.3423113643895753
32,111113.68963839226,69108.37637432227,54888.58901773155,-12883.275753661574,0.3517901596986037
34,110506.94209297534,68839.5152732058,54813.31248846924,-13145.885668699706,0.3383103238871614
36,110912.43953809235,69255.16235053678,54840.96099117335,-13183.683803617796,0.3444132218344689
38,110642.34097945227,68750.10094811347,55044.24713197067,-13152.00710063186,0.34382837660447996
40,110805.9579186386,68896.86301992982,55158.5314197128,-13249.436521004018,0.34797502066882924
42,111009.94386895605,69220.447922537,55286.87395550607,-13497.378009087017,0.34458551199360654
44,109938.3900367993,68709.56678129428,54795.63884247862,-13566.815586973578,0.3479019231237701
46,110475.0754219771,68897.8031282123,55202.24797652174,-13624.97568275694,0.3482976419882233
48,109905.92086345227,68907.52338781688,54830.2241978348,-13831.826722199416,0.3487996831278076
50,110253.65762984748,69359.34325597985,54778.88577064571,-13884.571396778094,0.34229218932077354
52,110289.455264896,69611.76796865276,54883.35872181648,-14205.671425573268,0.3413446363844631
54,109696.37209085611,69116.40639908554,55111.79650069105,-14531.83080892047,0.3206317793050082
56,109758.43990602955,69197.21372202558,54729.164053774846,-14167.93786977087,0.34776770835190285
58,109971.84326673175,69033.61649853432,55392.752554554914,-14454.52578635748,0.32476606903527516
60,109453.51809010966,68764.7848222035,55150.60851950728,-14461.87525160112,0.33568060170916636
62,109057.57902472043,68531.89993893284,54905.268849699016,-14379.589763911417,0.3472920619440427
64,109440.96192884627,69263.42869366477,54883.5191855928,-14705.98595041131,0.33840889156403686
66,109006.65259107275,68831.90121603089,54849.12708108405,-14674.375706042207,0.3467773018422654
68,108937.2872969241,68978.62205257513,54839.99561764984,-14881.330373300862,0.34142900488567807
70,108848.87623780029,68711.30334994834,55305.93216656919,-15168.359278717244,0.33459579776272397
