# Cluster list (12 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13846 18.0217012133 17.7838188647 17.599769103 
2 14 29.0835 45.2866428571 27.1590714286 
3 14 36.6535714286 14.4992142857 42.9207857143 
4 14 -5.7502857143 24.454 13.9327142857 
5 14 -6.7922857143 33.3835714286 18.6972857143 
6 14 -0.6297857143 -2.0548571429 25.5613571429 
7 14 11.5292857143 44.6826428571 1.9532857143 
8 14 33.9007857143 6.7821428571 -8.3640714286 
9 14 -5.0540714286 2.0515714286 28.0584285714 
10 14 41.5652142857 31.2154285714 13.2122857143 
11 14 18.8953571429 5.8385714286 44.3954285714 
12 14 39.0634285714 -7.0257142857 9.8596428571 
