# Cluster list (13 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13720 19.2062870262 18.9498189504 18.9588304665 
2 56 8.1546964286 -6.4731071429 -0.2227142857 
3 42 29.4727142857 1.4796666667 -6.2566428571 
4 28 20.9079642857 13.8439285714 45.0757857143 
5 28 26.2479642857 41.1695714286 20.3941071429 
6 28 21.8500714286 -9.358 -0.6855 
7 14 9.7195 46.3367857143 29.9998571429 
8 14 33.7821428571 39.724 -3.8233571429 
9 14 -8.0328571429 30.6156428571 29.3052857143 
10 14 28.6007142857 44.8945 37.1705 
11 14 -0.2432142857 13.5217857143 -6.1057857143 
12 14 7.3835 45.0968571429 2.0947142857 
13 14 -4.8307142857 27.9962142857 -3.2525 
