# Cluster list (38 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 13230 22.5165955404 22.0774198035 22.3974291005 
2 56 42.5852321429 47.0285357143 35.0370357143 
3 56 37.9773035714 -6.1772142857 19.5570357143 
4 56 8.1805357143 -6.6773035714 45.7493035714 
5 42 35.6040238095 53.8204047619 7.4055238095 
6 42 -5.1275 8.5304761905 3.7582857143 
7 42 -3.5792857143 44.1601428571 46.2309761905 
8 28 51.9667857143 48.0065714286 28.8472857143 
9 28 43.5661785714 51.9867857143 -6.8942142857 
10 28 29.6766428571 49.5094285714 25.0836785714 
11 14 42.9387142857 3.9952142857 -13.164 
12 14 7.9213571429 55.503 46.0040714286 
13 14 1.1252142857 14.6331428571 -9.2640714286 
14 14 16.45 50.5042857143 19.8287142857 
15 14 2.194 45.7574285714 23.5419285714 
16 14 26.5981428571 -11.303 16.8155 
17 14 25.6165714286 50.6447142857 12.1505714286 
18 14 41.663 8.4296428571 -6.5927857143 
19 14 29.9896428571 -5.0992142857 -5.4631428571 
20 14 36.9954285714 44.2526428571 57.2627142857 
21 14 42.328 53.7955 8.5439285714 
22 14 -4.4773571429 12.698 32.4152142857 
23 14 -6.3949285714 14.4287857143 42.5456428571 
24 14 51.6017142857 9.5637857143 14.3000714286 
25 14 53.9253571429 53.9245 18.4341428571 
26 14 24.8924285714 53.9899285714 21.4807142857 
27 14 1.6952142857 1.1127142857 25.9198571429 
28 14 28.4892857143 39.5034285714 -8.8936428571 
29 14 49.1889285714 35.3827142857 31.2095714286 
30 14 60.2579285714 30.5564285714 32.8827142857 
31 14 35.0914285714 51.9187142857 19.2411428571 
32 14 -9.5907142857 25.2660714286 46.0105 
33 14 9.4167142857 21.2009285714 56.8421428571 
34 14 39.8195 50.2320714286 41.3849285714 
35 14 48.8404285714 18.7685 49.8087857143 
36 14 -4.7386428571 8.0268571429 19.7375714286 
37 14 31.8007142857 -3.7529285714 -13.0774285714 
38 14 54.7672857143 2.3081428571 7.367 
