# Cluster list (194 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 4004 38.7512832168 30.9675192308 45.1432177822 
2 1344 17.9068206845 36.8758831845 18.3659278274 
3 602 20.417410299 3.7256993355 12.3189634551 
4 546 56.6676703297 19.4224377289 11.7998626374 
5 504 50.3448690476 54.5570039683 21.973609127 
6 448 14.2859598214 53.6095044643 27.9137745536 
7 322 5.3219937888 40.268515528 57.4060745342 
8 280 42.1304392857 20.9587928571 13.3542107143 
9 252 37.8365634921 19.1212896825 30.8555793651 
10 252 26.3021587302 13.7568174603 21.2184285714 
11 224 4.4899285714 16.7821026786 39.2540803571 
12 210 52.285152381 32.0209904762 62.2900904762 
13 182 43.0254505495 39.6763186813 9.4070549451 
14 154 -2.7110194805 44.2699155844 15.6135 
15 140 33.5859785714 42.9183214286 21.0641785714 
16 140 11.3588857143 52.2742571429 45.7195071429 
17 112 1.3876875 67.7134107143 44.7151964286 
18 98 59.361 59.9918061224 54.9278265306 
19 84 -0.7388095238 9.5783095238 60.379702381 
20 84 64.0978690476 39.8583333333 16.9573690476 
21 84 65.4492738095 9.8452738095 62.100297619 
22 84 -4.4315952381 21.9927142857 14.5026071429 
23 84 5.7342142857 24.5541904762 0.8003809524 
24 84 16.1234404762 33.3826428571 66.0446071429 
25 70 50.4625857143 63.2900714286 7.2018428571 
26 70 34.9957142857 -3.3869571429 45.5771714286 
27 70 67.6820857143 11.0162428571 -1.9512142857 
28 70 4.1731857143 3.6448714286 48.2267857143 
29 70 24.1391857143 10.1601571429 34.9176571429 
30 70 59.4371428571 61.7478142857 6.4764142857 
31 70 77.9828 55.8766571429 33.2865 
32 56 35.5858214286 -0.8489642857 67.161875 
33 56 50.5631785714 19.2506607143 63.0215178571 
34 56 0.7985357143 58.9964285714 4.4316964286 
35 56 21.0654642857 69.9834285714 8.5883214286 
36 56 34.2688392857 -1.9278571429 2.7790178571 
37 42 3.6239047619 18.7735 55.8005238095 
38 42 44.5419285714 53.8151904762 11.2587619048 
39 42 24.5735 16.7129761905 -2.8706904762 
40 42 55.7527380952 1.9808333333 42.4904047619 
41 42 61.097952381 41.3053809524 49.129547619 
42 42 5.8264285714 25.7108571429 67.6736904762 
43 42 62.3280952381 44.5930952381 29.2788333333 
44 42 41.1788095238 18.1634047619 68.3819047619 
45 42 56.8814761905 24.2435952381 68.2291428571 
46 42 44.5815238095 30.419 0.215047619 
47 42 34.445952381 62.9935238095 0.5619047619 
48 42 -7.7960238095 62.2624761905 69.1381428571 
49 42 4.3143095238 51.6002857143 48.7048095238 
50 42 10.744 64.4945238095 3.6376666667 
51 42 26.5807857143 50.4580238095 73.1756428571 
52 42 12.2597619048 13.4523809524 64.966452381 
53 28 65.7458214286 5.9867142857 12.6479285714 
54 28 10.7898928571 40.4403214286 1.52125 
55 28 18.9556428571 43.4890714286 64.6313928571 
56 28 36.41575 28.20225 65.4625 
57 28 -0.0067142857 30.5543571429 10.1969642857 
58 28 58.2011071429 50.2980714286 63.4031428571 
59 28 44.9308928571 47.0723928571 -8.5122142857 
60 28 -0.72 42.3183928571 48.68475 
61 28 53.7313571429 77.2586785714 2.6528928571 
62 28 65.0264642857 59.4456428571 23.9869642857 
63 28 61.7214642857 -4.6268214286 55.3206428571 
64 28 2.7735 71.6353571429 9.9592857143 
65 28 19.7915 54.7059285714 -7.0903571429 
66 28 -4.1640714286 32.2940357143 -3.3578214286 
67 28 3.7920714286 54.8718214286 62.4608571429 
68 28 36.1530714286 45.8796428571 63.4012142857 
69 28 61.6076785714 61.9021428571 67.207 
70 28 70.0060714286 28.8631071429 50.5175 
71 14 17.5801428571 16.7338571429 70.0132142857 
72 14 36.9514285714 32.4009285714 22.179 
73 14 -2.3763571429 75.4875 58.7485 
74 14 -3.2092142857 -14.0094285714 41.5454285714 
75 14 63.6229285714 48.0298571429 38.8877142857 
76 14 5.7270714286 23.4243571429 -14.3132142857 
77 14 34.0802142857 51.3232857143 53.2877142857 
78 14 61.1902142857 55.5653571429 -10.1452142857 
79 14 70.9362142857 42.4872857143 -0.3444285714 
80 14 32.9731428571 -5.6675714286 -16.6039285714 
81 14 62.6033571429 22.1209285714 50.318 
82 14 46.4395 61.3782857143 32.6064285714 
83 14 71.7137857143 -6.0574285714 20.3539285714 
84 14 -6.1525714286 -17.4102142857 21.5899285714 
85 14 49.0778571429 8.8038571429 67.9911428571 
86 14 29.2007857143 -4.4890714286 36.5616428571 
87 14 -2.2242142857 -1.3799285714 69.3552142857 
