# Cluster list (50 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 28594 34.9558047143 33.7341293278 37.0765214031 
2 612 39.7304379085 55.96575 39.2087810458 
3 340 14.2735911765 69.8496205882 13.1951470588 
4 272 32.6412058824 4.9739632353 -1.835375 
5 272 1.2510110294 62.4784044118 24.4403676471 
6 238 1.2999411765 5.0423991597 66.6130882353 
7 238 42.5164369748 48.4934117647 1.1973907563 
8 204 58.1142941176 4.9149264706 29.8444656863 
9 170 58.1175882353 72.3631823529 6.6066470588 
10 170 0.4239941176 -3.3590294118 22.3441823529 
11 170 6.0194823529 49.4206705882 -5.1664294118 
12 170 67.9582294118 66.8752176471 22.0302352941 
13 136 60.1490735294 1.8821985294 5.5721397059 
14 136 45.3602205882 1.8910808824 -7.9937941176 
15 136 -4.8819705882 10.9832573529 20.3445955882 
16 136 45.9734338235 15.9959117647 75.481625 
17 102 71.4784313725 13.8168627451 4.0188039216 
18 102 57.0220784314 73.4449607843 29.0201666667 
19 102 1.0773039216 8.937254902 52.1908921569 
20 102 35.1231176471 -9.2972156863 8.5445882353 
21 102 47.8355980392 2.2936372549 17.7954313725 
22 102 73.1502745098 26.5596470588 50.3373039216 
23 102 64.6691568627 12.1985980392 20.2875490196 
24 102 77.0545392157 48.812372549 -3.6970784314 
25 102 17.7525882353 58.6991372549 67.6256078431 
26 68 45.4817647059 70.8595 -4.5041911765 
27 68 77.5943235294 6.6564558824 34.8567205882 
28 68 21.3705 40.4037205882 74.2638088235 
29 68 -9.9864705882 14.1402941176 62.4928970588 
30 68 41.7796470588 43.9436764706 16.8498382353 
31 68 68.86075 -1.1725735294 23.4294852941 
32 68 20.6356470588 57.311 44.1160294118 
33 34 28.9773235294 32.9919117647 80.7846470588 
34 34 12.6395294118 76.193 59.3711764706 
35 34 -7.1199411765 19.1584705882 45.9723823529 
36 34 56.3992058824 70.9553235294 75.6034705882 
37 34 35.5551470588 35.5067352941 77.9096470588 
38 34 73.352 84.6083823529 3.9954411765 
39 34 20.3006176471 -8.1453823529 1.8507058824 
40 34 48.0712647059 72.1577941176 64.4604411765 
41 34 70.2467647059 39.0364705882 12.3440294118 
42 34 32.9250588235 6.5374411765 65.6963529412 
43 34 -4.4911176471 49.9352352941 8.5798235294 
44 34 51.1228529412 -12.1959705882 1.7274411765 
45 34 -5.3772352941 42.5716764706 35.7051176471 
46 34 -10.1010882353 65.0673235294 49.8348529412 
47 34 34.1059705882 60.7124705882 -5.8516470588 
48 34 74.5310882353 47.7718235294 67.276 
49 34 4.2891176471 33.9744705882 34.1555588235 
50 34 32.7710588235 -8.0594411765 61.0032058824 
