# Cluster list (21 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 31960 30.5446959637 30.1226834793 31.0221541615 
2 442 -2.470800905 10.1167579186 55.2935565611 
3 340 40.1913882353 -3.1803705882 3.4532617647 
4 306 59.9451666667 3.2691437908 16.2129673203 
5 102 27.5159803922 53.8970980392 28.6974313725 
6 102 45.9292941176 29.5143823529 -2.9082352941 
7 68 21.8547647059 28.3401029412 64.6535735294 
8 68 68.1751764706 52.6348382353 36.81375 
9 68 42.0145588235 8.4106617647 66.6717058824 
10 68 -13.8242352941 41.2069558824 12.0239117647 
11 68 69.4908823529 50.0479117647 -0.5322941176 
12 68 9.172 64.4323823529 31.6717941176 
13 68 -5.8640882353 54.3040588235 46.2325735294 
14 34 12.0875588235 70.0122647059 54.1063823529 
15 34 50.1656764706 68.0446764706 -5.9716470588 
16 34 -15.4087058824 14.4759705882 39.4706764706 
17 34 48.8115 63.3478235294 66.4681176471 
18 34 36.652 7.3766176471 -15.4910294118 
19 34 19.7422647059 55.0153823529 62.1885294118 
20 34 60.7421176471 45.7109411765 28.5725294118 
21 34 -7.1989411765 15.0036764706 34.8590882353 
