# Cluster list (22 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 32810 27.8910925023 26.7142280402 28.245722676 
2 170 19.5953 59.0660941176 14.3395647059 
3 102 8.2172843137 -7.3224117647 14.4699411765 
4 102 1.1842647059 58.4943137255 5.8147647059 
5 102 24.1470196078 48.8184313725 56.069754902 
6 102 0.0676176471 5.0894509804 27.4047352941 
7 68 52.1783382353 59.6712058824 23.6115735294 
8 68 56.8723823529 44.6078088235 47.3508970588 
9 34 7.1225882353 17.6489411765 63.4676470588 
10 34 44.9686176471 60.3704117647 -3.2831176471 
11 34 38.6509117647 -5.0907941176 14.1581470588 
12 34 29.7376176471 1.0634117647 -19.9314117647 
13 34 -3.0767352941 58.2128235294 26.9956176471 
14 34 1.9200294118 -4.5082647059 44.9274705882 
15 34 -8.2918235294 39.3840882353 33.1181176471 
16 34 10.4659117647 -12.3602941176 22.2942352941 
17 34 27.7153529412 -4.9633235294 2.5614705882 
18 34 1.9466470588 57.5845294118 26.6009117647 
19 34 5.7962058824 44.4900882353 -8.3863823529 
20 34 41.8884705882 26.9957647059 -1.0371176471 
21 34 57.6601470588 39.9217058824 57.1625588235 
22 34 58.0573235294 -7.8508235294 14.9187647059 
