Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,58335.514305632896,69371.6207297434,41813.67800281999,-52849.78442693049,0.4816438225476165
2,57883.32261998922,69445.29300562869,41602.96066992688,-53164.93105556634,0.4963168414082506
4,57745.996571716096,69453.91444099191,41625.23010580633,-53333.147975082145,0.4888207493295268
6,56670.71759176767,69433.08429098036,41422.63172143292,-54184.99842064561,0.4833123620042945
8,56171.28232227139,69086.8637953405,41665.96747979021,-54581.5489528593,0.46414078755008065
10,55758.92613753864,68997.53619984895,41603.42358825866,-54842.03365056896,0.4629254751625782
12,55358.36561971262,69112.5457531661,41710.06560195474,-55464.245735408214,0.4460727019708485
14,54915.31152250056,68876.78655119684,41738.96218387132,-55700.4372125676,0.4354338028787163
16,55206.32792018686,69330.50195105464,41728.17759897571,-55852.3516298435,0.46214378587669097
18,55001.18443617445,69340.1734958229,41558.19849013008,-55897.18754977853,0.47253003765388735
20,54488.72307669236,69054.71499607812,41668.16452154772,-56234.15644093348,0.4558424500743275
22,54567.16339455028,69348.98603443295,41683.31642829387,-56465.139068176526,0.4541176904781993
24,54077.3329578588,69359.56682168663,41411.316490542995,-56693.550354370826,0.4543186155298962
26,53913.85116664067,69069.66435048683,41878.47596433864,-57034.289148184784,0.44910746037068827
28,53772.68582280781,69361.36842015487,41403.17811633008,-56991.86071367713,0.46425234871913373
30,52758.600722388815,69337.28590602987,41487.58912258396,-58066.27430622501,0.4421300631632841
32,52300.05964454717,69096.69841178488,41430.050233406866,-58226.68900064458,0.43262044450237525
34,52591.384948232764,69132.75376432356,41566.911027108494,-58108.27984319929,0.4429303091786378
36,52466.99045380218,69031.82439155348,41521.80236972625,-58086.63630747756,0.4368544853200649
38,51859.35837429234,68748.78833419144,41654.998996277216,-58544.428956176314,0.4322799329733927
40,52127.78019035494,69492.39086159499,41382.59786815671,-58747.208539396765,0.432033430846068
42,51748.37194603586,68999.54705787986,41523.941522530324,-58775.11663437432,0.4383302728907366
44,51090.61327015455,68865.95209426184,41103.46893645328,-58878.80776056058,0.4439491337882863
46,51272.39759916716,68899.81026770771,41371.50290778667,-58998.91557632721,0.4460695400784459
48,51063.43125173413,68965.5061971084,41491.021080702405,-59393.0960260767,0.42292667378877535
50,50987.7564858413,69198.89683584668,41411.01141305259,-59622.15176305797,0.4437923778015088
52,50853.05903318581,68993.06228964102,41599.71045632447,-59739.713712779674,0.4288778532306539
54,50774.39031580648,68963.11975280555,41666.442277244925,-59855.17171424398,0.43015452150472294
56,50271.84271841144,68962.44220103562,41517.936877246764,-60208.536359870945,0.4349264895304171
58,50111.86946703901,68955.19681490824,41371.63171885102,-60214.95906672024,0.44040028587937236
60,49874.984268374355,68768.21041722709,41361.22071937912,-60254.44686823184,0.437570879109083
62,49773.80041555113,69057.83935081356,41593.415119902405,-60877.45405516484,0.41651486040290653
64,49533.34380874288,68796.32082908551,41507.12325311937,-60770.100273462,0.41784117879137533
66,48988.3030673824,68424.44327016626,41467.22471142081,-60903.364914204656,0.4234495577358725
68,49561.25988546718,69118.94013753926,41555.617397148075,-61113.29764922017,0.43022159808432797
70,49521.55292762646,69276.06564372384,41453.603268467225,-61208.1159845646,0.4354396419488192
72,49706.91749240189,69557.02254217505,41490.32953162481,-61340.434581397974,0.4188825302600396
74,48969.13230837135,69030.61391751994,41349.37920476896,-61410.86081391755,0.429600046412289
76,49299.758740661804,69169.63589477372,41733.231868217474,-61603.109022329394,0.423056306102371
78,48266.68859437488,68751.6076201556,41283.782505607225,-61768.70153138794,0.41420027488201194
80,49070.20026044556,69153.52927787145,41885.50648086798,-61968.835498293854,0.4213943431113378
82,48942.56129825471,69448.74365503438,41773.21031084592,-62279.392667625594,0.4073674518966986
84,48010.99640015633,68905.72527682266,41621.56088997461,-62516.28976664094,0.4010241344025792
86,47670.25774559236,68333.0855822822,41775.4224767673,-62438.250313457145,0.4204007468675585
88,48547.383064154375,69385.21573248689,41450.89341043374,-62288.72607876626,0.4236717835741832
90,48199.11826034353,69352.41303755672,41125.7874519064,-62279.082229119595,0.43248746869220145
92,47988.47611071817,68944.85016098118,41282.45276933475,-62238.82681959776,0.4175991210810073
94,47766.01696051135,68955.7042345295,41826.819899147056,-63016.5071731652,0.39582384375694524
96,47401.53888591285,68687.53465049858,41477.14120212325,-62763.13696670899,0.40679133591151834
98,47883.080855894616,69368.41865891349,41447.43624797636,-62932.77405099521,0.42089093402422595
100,47078.24889675879,68943.65855313922,41290.765184327116,-63156.17484070754,0.4286839840312961
102,47847.44398814448,69037.10166177066,41831.33226932249,-63020.98994294867,0.4193988749393005
104,46601.46449288801,68499.51218170572,41223.19458558624,-63121.24227440395,0.429114560229642
106,47220.197098044584,69116.52794223091,41392.732071211394,-63289.06291539773,0.420292994045939
108,47204.96374044135,69113.29507296882,41325.59992892505,-63233.93126145251,0.43062483574627225
110,47521.27238198742,68941.95144837964,41787.313520241565,-63207.99258663377,0.4097982619637894
112,46929.70518080747,68518.06648659775,41480.58029500794,-63068.94160079821,0.4205562954464808
114,46594.27544927907,68549.09888689328,41463.20463136498,-63418.02806897918,0.4066225281595077
116,46924.670952767236,69087.31142172441,41670.91785644007,-63833.55832539723,0.3984429040897078
118,47034.87514093588,69327.73982500962,41345.974753283976,-63638.8394373577,0.40421951749226914
120,47229.914430409655,68931.47473541212,41677.4297990268,-63378.99010402925,0.4070899943655302
122,45657.72782023918,68322.08580376179,41326.48465194097,-63990.84263546357,0.4090582675139792
124,47297.45757512651,69405.42892355274,41426.80237874774,-63534.773727173975,0.4144543188246789
126,45963.3192383924,68359.95050297836,41536.5400432637,-63933.17130784967,0.4102259242696085
128,46362.95545327388,69488.82506789794,41330.302970887686,-64456.172585511755,0.39932448728076425
130,46231.03587262278,68819.58977525313,41385.91715841465,-63974.471061045,0.4295035477964231
132,46282.69918687963,69094.7952753646,41436.915917829916,-64249.01200631488,0.4018770564687021
134,46205.789531381335,69162.27759173469,41338.42956719485,-64294.91762754822,0.4088155932847623
136,46433.622900907874,69186.29495015951,41432.21023580474,-64184.882285056374,0.4107309814581537
138,46149.84508644716,68968.41649382522,41181.401747572476,-63999.97315495055,0.4244704307674603
140,46461.53473923322,68866.89969072807,41778.469622482386,-64183.83457397723,0.4005033269304551
142,46562.17933068604,69440.4473448754,41541.32748155488,-64419.59549574424,0.4196807210400906
144,46366.88835452371,69207.60837854171,41633.81383819029,-64474.533862208285,0.4121460799578621
146,45340.48806122644,68874.86874448182,41598.50873990474,-65132.88942316011,0.3830886183330433
148,45354.53088339449,68705.84096904173,41477.60344498426,-64828.91353063149,0.41149569239322936
150,45551.9361085072,68996.74533964052,41289.43776738795,-64734.24699852127,0.4259858823567348
152,45667.89947367329,68782.36485822184,41762.8633733567,-64877.32875790524,0.3958716985899591
154,45773.84846155921,69276.36691799834,41466.78424652721,-64969.30270296634,0.39599033833944136
156,45519.62504055504,68582.43931209599,41637.343305880044,-64700.15757742099,0.4031542051181694
158,45450.579694111155,69094.34540115159,41688.38909013765,-65332.15479717809,0.38159309568052124
160,45139.08814002341,68875.97322666756,41464.46470640542,-65201.34979304958,0.39726107074437506
162,45072.57520355664,68843.43342639021,41669.44377347149,-65440.30199630506,0.39634847932905504
