Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,-6135.6054783091095,38708.59305203472,15662.091271191315,-60506.28980153514,0.28834832461561344
2,-6750.795436437402,38697.96322654224,15511.090362657504,-60959.84902563715,0.28388798806769744
4,-6830.287285339429,39024.083853673066,15343.83140771207,-61198.20254672456,0.26112985089356233
6,-7024.756922753506,39029.54318037804,15366.92344007667,-61421.22354320822,0.27017464187633605
8,-7610.86686266047,38899.726087405244,15152.360955638382,-61662.9539057041,0.25608401169727124
10,-7866.082918728251,38990.40236179021,15289.321622229381,-62145.80690274785,0.2522725314155388
12,-7793.03899181202,38984.10818560362,15429.199682225564,-62206.346859641206,0.23750344546912966
14,-7627.480376142135,39102.85813236227,15240.094676973002,-61970.43318547741,0.2505229517881148
16,-8012.935851666254,39105.23678081054,15431.439806127191,-62549.61243860399,0.25538720769958667
18,-8372.535409967757,39053.41803982034,15306.14959999288,-62732.10304978098,0.2295622248790605
20,-8381.138457893685,39216.090010104155,15253.379786284539,-62850.60825428238,0.2023043410578174
22,-8827.933490202384,39218.22824707125,15226.916167816229,-63273.077905089856,0.21873981864899206
24,-8712.65003826467,39104.56453470954,15401.746103805857,-63218.96067678007,0.20464723318536135
26,-9174.376649821039,39021.02887491865,15255.446361458147,-63450.85188619784,0.23064811826748705
28,-9959.942777707794,38819.71549102574,15244.95297938331,-64024.611248116846,0.20891392931332906
30,-9794.51188816801,38702.82428622278,15378.566157434543,-63875.90233182533,0.2108237026219681
32,-9062.989252497617,39133.296300464266,15495.094678564543,-63691.38023152643,0.18752890204038908
34,-9652.28694059739,38933.99994479355,15517.793978951953,-64104.08086434289,0.18318360969501715
36,-10223.180819992602,38989.20563346367,15272.407646406218,-64484.79409986248,0.23538185306888137
38,-10267.303781977935,38775.40221345674,15236.904686011783,-64279.61068144646,0.216919480629569
40,-9905.322036583988,39195.95397912381,15418.00978950832,-64519.285805216125,0.22935665985433712
42,-10015.884076242408,39073.76981627386,15500.393982067299,-64590.04787458357,0.2132843827009585
44,-10003.82530958081,39326.54843935491,15422.077202918133,-64752.45095185386,0.17163584545248994
46,-10813.50367864692,38748.341533953535,15390.39133871378,-64952.23655131424,0.21211246654642696
48,-10485.812098366609,38844.789601675846,15461.113954414821,-64791.71565445727,0.2019205935677977
50,-10063.74258243564,39090.963637176865,15449.211269239664,-64603.917488852174,0.20060760591279703
52,-10443.21317134906,39186.18892228029,15378.68510427843,-65008.087197907786,0.22302237220153917
54,-11051.2946945636,38834.34580940728,15287.499548921109,-65173.14005289198,0.20967920021381184
56,-11069.380605241771,38999.722357387036,15211.281975356558,-65280.38493798536,0.24077595667271137
58,-11075.84302571237,39281.26728853102,15104.785534388284,-65461.89584863167,0.23530120193683507
60,-10886.832802355006,39085.841824662275,15297.679150953425,-65270.35377797071,0.19340184015877632
62,-11035.241558157737,39106.881996000215,15606.432415608168,-65748.55596976612,0.19694157543449567
64,-11326.476219766591,38973.160765001834,15189.586116705763,-65489.22310147419,0.2065182040613502
66,-11693.671967788898,39015.57181601928,15171.59810527254,-65880.84188908072,0.2054398247404199
68,-11988.314984162615,38711.434788811915,15190.891155742658,-65890.64092871718,0.19295944087492925
70,-11991.600687311031,38826.7908709059,15424.714483955044,-66243.10604217197,0.19872424799175512
72,-11710.03115817759,38942.5546382497,15270.023549477235,-65922.60934590451,0.22856792668958345
74,-12178.828286042713,38746.7390528246,15278.83831774803,-66204.40565661534,0.1898960509042223
76,-11829.459424992972,38816.96109651167,15508.767606449414,-66155.18812795405,0.1667946189121089
78,-12021.499924639545,38882.738631055545,15338.064542949303,-66242.3030986444,0.19475543661313816
80,-12033.192861654643,38996.40673336782,15248.92847431506,-66278.52806933752,0.23821069375058762
82,-11797.405271053489,39216.76583525399,15388.318988405828,-66402.4900947133,0.18901200067490426
84,-12034.437117630907,39095.137736295546,15309.759693912072,-66439.33454783852,0.20576708151845163
86,-12376.331947201194,38961.34674262124,15289.623546390578,-66627.302236213,0.2246777900134974
88,-12761.50221546639,38731.64823275986,15378.712125058864,-66871.8625732851,0.17523131506093292
90,-12633.09522327283,38813.05735085982,15348.86861811371,-66795.02119224636,0.191216864100549
92,-12269.620597410969,39244.01286885221,15265.28408076749,-66778.91754703067,0.21269711466690522
94,-12160.048804630605,38996.79905517892,15277.629383641017,-66434.47724345056,0.21051147900808478
96,-12839.323182117558,38718.993232070294,15358.59882814495,-66916.9152423328,0.22097239617242795
98,-12877.183543481377,39038.26241336968,15088.337709291702,-67003.78366614276,0.2141755710019364
100,-13405.131961830994,38608.91349552039,15119.103298220145,-67133.14875557153,0.2110304143056917
