# Cluster list (163 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 3612 64.8961381506 27.1737375415 67.1943020487 
2 2478 70.4885096852 60.6307590799 76.4825831316 
3 1848 25.1305292208 30.678215368 74.0599707792 
4 1848 28.9009594156 62.9570405844 23.7755140693 
5 1512 83.0857175926 57.9675310847 50.1560634921 
6 1176 11.2428001701 55.6811615646 53.8366471088 
7 1134 18.718617284 29.118638448 25.6469320988 
8 1050 80.4775857143 38.758587619 17.745172381 
9 924 11.583482684 78.4998603896 68.7875768398 
10 840 14.2170321429 81.4330119048 28.9786678571 
11 798 60.4506629073 29.2288370927 29.5330300752 
12 756 32.0993558201 11.5869060847 51.4887526455 
13 630 53.2111539683 79.916168254 77.2417412698 
14 588 70.1426819728 4.8109132653 90.6753027211 
15 588 57.9262295918 43.9854659864 11.4421785714 
16 588 9.8716717687 41.5796853741 12.5745272109 
17 588 41.3856751701 11.8258860544 25.1707193878 
18 546 30.9156520147 52.1946703297 3.7299432234 
19 546 82.5793424908 70.7390769231 23.1373003663 
20 504 27.6549126984 41.504827381 48.8702738095 
21 504 14.4073571429 2.7536269841 7.5867083333 
22 462 92.1462554113 9.4943722944 72.3331796537 
23 420 66.5750047619 13.1698642857 4.9054452381 
24 420 32.7325142857 75.2400142857 83.174302381 
25 420 65.3172 69.5556619048 36.18865 
26 420 40.1343142857 4.9805428571 85.4580928571 
27 378 32.9524444444 37.394521164 86.7735873016 
28 336 44.371889881 31.8843928571 51.3216636905 
29 336 65.373110119 13.4738065476 46.424952381 
30 336 44.8920714286 -0.4913958333 9.918735119 
31 336 52.3891488095 3.5866160714 53.36075 
32 336 75.7200982143 86.9199404762 39.5227321429 
33 294 86.0326564626 21.9229761905 81.3937687075 
34 294 2.4600136054 63.3958367347 81.7488231293 
35 294 65.5466054422 88.3003401361 14.0489897959 
36 294 54.154170068 64.600452381 47.5520986395 
37 252 15.5735555556 67.4878571429 94.2450238095 
38 252 60.458 89.4678730159 43.7224444444 
39 252 37.027515873 27.3376230159 28.2666626984 
40 252 -0.494281746 9.3249484127 74.8120555556 
41 252 63.0260436508 74.9483690476 2.2123412698 
42 252 55.3875912698 92.1212777778 28.9413452381 
43 252 73.8239722222 72.7561626984 13.1006468254 
44 252 -0.9759126984 48.6658968254 82.4005952381 
45 210 45.3705142857 62.1876285714 64.4657285714 
46 210 92.3979 80.4801095238 78.3189952381 
47 210 89.9623904762 86.4511952381 49.0078333333 
48 210 4.7860380952 47.1210904762 27.9709285714 
49 210 49.7014190476 36.8015238095 74.6804571429 
50 210 23.3069 2.0867285714 26.8303952381 
51 210 46.2766809524 19.520652381 7.7083857143 
52 210 52.6565047619 74.4860428571 11.8586809524 
53 168 77.035577381 95.1522380952 11.8047916667 
54 168 -2.9634761905 89.3743630952 63.9351964286 
55 168 82.0052559524 24.1023095238 27.0104642857 
56 168 13.2016428571 67.8092083333 2.2129583333 
57 168 88.3693988095 10.8947797619 20.2948988095 
58 168 31.8497083333 6.4546428571 72.9984166667 
