# Cluster list (42 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 35658 38.2263253688 36.5533936284 39.5063064109 
2 714 70.5326134454 9.9523739496 16.8887731092 
3 462 14.3212900433 2.3745411255 3.7065151515 
4 420 -2.8055738095 55.5533571429 66.5882095238 
5 420 14.949402381 53.7167333333 72.5899380952 
6 336 56.4873005952 8.6074017857 -0.3937440476 
7 294 35.9804693878 -7.1883809524 3.137037415 
8 294 15.6482210884 71.7911462585 1.7985510204 
9 252 0.6064960317 11.133515873 29.7466587302 
10 252 1.4470793651 70.7478412698 46.9477301587 
11 210 75.1676380952 83.264347619 27.308447619 
12 210 65.1986904762 -1.982652381 33.8782428571 
13 168 20.0521130952 75.746702381 24.272827381 
14 168 43.2570238095 75.0876011905 38.6161011905 
15 126 0.6213174603 -1.2393650794 20.7248650794 
16 126 33.2636190476 64.9073015873 3.6761349206 
17 126 17.1511428571 3.6662222222 48.9997777778 
18 126 70.2576269841 70.066952381 46.6561587302 
19 126 4.0114920635 35.7763571429 -2.5848253968 
20 126 41.1530793651 64.8895873016 23.1213015873 
21 126 3.6611825397 79.9944126984 62.8188174603 
22 84 69.9625833333 1.3075357143 73.9060714286 
23 84 29.0677142857 66.2499404762 68.1778452381 
24 84 -2.5288333333 8.5727380952 41.8496309524 
25 84 48.8013690476 1.1594166667 24.6051428571 
26 84 55.0199880952 29.0759642857 75.8200952381 
27 84 17.307 72.4036309524 76.0867142857 
28 84 69.9905 73.6007380952 0.9767142857 
29 84 -2.4961904762 45.6643452381 36.6290595238 
30 84 73.838797619 55.9324166667 -4.6081071429 
31 42 27.9657619048 52.7946904762 -12.5095 
32 42 2.2124047619 19.0815714286 4.9089285714 
33 42 11.8148809524 -0.9919047619 74.4976190476 
34 42 -1.3121666667 11.4042380952 16.0120238095 
35 42 36.1117380952 9.0520714286 -5.4059285714 
36 42 9.1294047619 32.8330714286 33.0916666667 
37 42 77.0745238095 22.990547619 3.8607619048 
38 42 54.5856428571 79.8651904762 75.4654285714 
39 42 56.633047619 57.1729761905 84.1983095238 
40 42 51.5717380952 -5.9350714286 6.251 
41 42 -8.3916190476 -6.2053095238 33.682547619 
42 42 58.7863333333 42.0149047619 -4.7332380952 
