# Cluster list (13 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 41160 29.9513484451 28.5088474247 29.9404753887 
2 210 0.4350952381 63.1697857143 45.2715142857 
3 126 24.9590238095 51.1866111111 63.8756746032 
4 84 15.9815952381 62.7253809524 17.041547619 
5 84 7.9663333333 0.7941785714 34.426297619 
6 42 12.1367142857 58.4108809524 68.3197142857 
7 42 11.7260952381 22.9062619048 -5.7524285714 
8 42 -11.2442380952 52.2325 26.3510952381 
9 42 59.5926428571 15.5757142857 -10.0910952381 
10 42 -4.4502142857 24.491547619 65.7265 
11 42 24.9128809524 -7.9925952381 61.4775952381 
12 42 37.0617619048 68.8090714286 7.1325 
13 42 -11.5855 -1.6447380952 26.3757619048 
