# Cluster list (17 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 39060 33.3396490527 31.1614700461 32.2731711214 
2 1344 1.6785126488 48.6112254464 62.0078169643 
3 462 65.8531277056 0.5865952381 54.1865757576 
4 210 2.2162666667 1.3173904762 -3.6639571429 
5 210 60.7981619048 72.8825666667 20.5393952381 
6 84 2.6154285714 64.27 -2.5650952381 
7 84 69.0403571429 6.3152261905 39.0298928571 
8 84 67.2125595238 67.4406428571 49.0719047619 
9 84 -10.9678690476 64.7221309524 35.2110952381 
10 84 11.5976785714 74.3070833333 14.36675 
11 42 12.0855952381 10.5581190476 0.6728333333 
12 42 3.9759761905 31.0693809524 -6.3793809524 
13 42 64.7169285714 22.4633095238 -0.8314285714 
14 42 27.3371904762 37.7277857143 52.8187619048 
15 42 44.2495 71.8450714286 67.0492857143 
16 42 -10.7416666667 1.015452381 35.9828809524 
17 42 67.3863809524 51.9983809524 66.3065714286 
