# Cluster list (22 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17532 19.5951364362 19.1387539927 19.1401811545 
2 54 39.1965740741 47.6615925926 32.7296666667 
3 36 -4.6525833333 19.2654166667 2.74575 
4 36 3.2698888889 9.7917777778 44.4215555556 
5 36 -3.1879444444 13.3532777778 42.9406944444 
6 18 21.0796111111 46.0050555556 28.0112222222 
7 18 28.6107777778 33.8533888889 -11.3447222222 
8 18 2.9525 46.8290555556 -1.9277222222 
9 18 46.8266666667 0.4390555556 22.0483888889 
10 18 -1.6914444444 52.3839444444 -7.4684444444 
11 18 -6.8102222222 29.9439444444 28.5267222222 
12 18 -0.2603888889 7.6508333333 -3.4866111111 
13 18 -9.3428888889 16.6868333333 40.5373888889 
14 18 38.2215 52.3861666667 -8.7048888889 
15 18 0.9297777778 9.5298888889 -10.0156666667 
16 18 -6.8819444444 -5.2678888889 13.4435 
17 18 -8.3844444444 19.4958888889 35.2475555556 
18 18 -1.1552777778 46.0811111111 32.1310555556 
19 18 13.7215 43.711 11.6045 
20 18 25.5417777778 42.101 -1.5165555556 
21 18 48.6482222222 23.5297777778 36.6001111111 
22 18 -3.8441666667 7.5821666667 26.5127222222 
