# Cluster list (61 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 4716 15.8568685327 23.1514974555 30.7248458439 
2 3762 43.0846772993 43.279671983 32.2254930888 
3 2808 41.6255053419 10.0046509972 21.9587571225 
4 846 39.6272021277 30.7590957447 5.3879763593 
5 504 2.1057043651 26.0205257937 6.601327381 
6 468 23.3592286325 45.6555149573 43.0790213675 
7 378 56.2455793651 9.8164153439 47.5420185185 
8 342 9.559251462 56.4505350877 36.2869093567 
9 324 15.6456049383 9.4555092593 57.024287037 
10 288 18.0901701389 35.6178298611 7.1662708333 
11 270 -0.4684111111 10.106637037 48.4862740741 
12 270 0.5644925926 44.7071037037 57.8514555556 
13 270 2.1111703704 45.1924481481 3.7071740741 
14 234 18.3561709402 -0.8145726496 11.713008547 
15 180 31.8757611111 31.9302444444 48.6173222222 
16 180 55.1126388889 25.0975388889 6.76265 
17 180 16.0646111111 -0.3402333333 44.21795 
18 162 21.394308642 29.1201604938 48.6827962963 
19 144 -9.4779236111 4.9832083333 9.8257638889 
20 144 -3.3511041667 47.4158125 46.0317222222 
21 126 54.8818730159 58.5188809524 21.1247222222 
22 108 33.1623055556 6.065787037 -8.1302222222 
23 90 22.3205333333 45.5071888889 -9.3418 
24 72 34.7776805556 58.7135694444 46.8475416667 
25 72 42.4522777778 18.3305694444 56.0379444444 
26 72 18.2044444444 56.3325833333 9.0970138889 
27 72 30.3676805556 35.9732916667 -0.2554027778 
28 72 12.65125 63.5824305556 -0.2681111111 
29 54 5.2450740741 10.9658518519 35.5937222222 
30 54 -6.1375 28.5789444444 52.3644259259 
31 54 42.3260185185 15.9704259259 -3.0373333333 
32 36 3.6752222222 64.32675 48.6346666667 
33 36 18.91025 29.1234444444 -11.3648333333 
34 36 0.3878055556 0.5645277778 24.9279166667 
35 36 1.8841388889 6.1391111111 -7.6631666667 
36 36 13.3372777778 61.8494166667 57.2891944444 
37 36 61.2338611111 55.4670277778 32.0265555556 
38 36 55.7649722222 46.0220833333 6.0559166667 
39 36 60.1444444444 1.1781666667 34.0210833333 
40 18 61.7217777778 60.797 36.944 
41 18 40.8746666667 30.9343888889 32.8309444444 
42 18 -0.2167777778 20.1682222222 29.4933333333 
43 18 45.7291111111 25.2727777778 35.8633333333 
44 18 18.3130555556 -9.4853888889 41.1321111111 
45 18 18.1308888889 35.3571666667 59.2478333333 
46 18 23.9891111111 -8.324 46.6633888889 
47 18 59.9039444444 46.3332222222 20.456 
48 18 53.0993333333 61.2885 -7.7977777778 
49 18 31.2895 63.9576666667 16.6542222222 
50 18 36.9312777778 -0.7432777778 61.9052777778 
51 18 8.4883888889 50.262 -4.9434444444 
52 18 66.6743333333 47.4058333333 19.5950555556 
53 18 -5.1545555556 4.4827222222 20.8941666667 
54 18 -0.1667222222 25.2278333333 30.4229444444 
55 18 56.6363888889 40.2933888889 59.0629444444 
56 18 14.0819444444 37.8196111111 -12.1195 
57 18 36.8762222222 -8.2956111111 38.8436666667 
58 18 64.2036666667 41.9250555556 18.7625555556 
59 18 -12.3863333333 60.1037777778 15.2441666667 
60 18 56.9871111111 49.0520555556 58.1832777778 
61 18 56.4803888889 40.4340555556 4.4418888889 
