# Cluster list (25 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 17334 20.6761632053 20.4904259259 20.677023826 
2 162 19.0804567901 44.8522592593 7.7742160494 
3 54 11.098962963 -10.1989814815 5.6073148148 
4 36 0.0398611111 5.6519166667 -7.11475 
5 36 49.4829722222 -1.5591111111 27.6458888889 
6 36 43.5619444444 -3.9639166667 31.0514722222 
7 18 35.8478888889 50.5883333333 32.0773333333 
8 18 22.4417777778 46.9431111111 31.6027222222 
9 18 -3.1773888889 11.0726111111 -4.5272222222 
10 18 1.6778888889 48.8181666667 -7.4756111111 
11 18 9.0277222222 24.1699444444 45.4776111111 
12 18 -6.6981666667 29.3462777778 18.2770555556 
13 18 -5.5003333333 45.6686666667 -5.1177777778 
14 18 13.9174444444 17.6666666667 -5.0652777778 
15 18 15.859 5.0167222222 51.1743333333 
16 18 9.1636666667 -6.2978333333 46.9730555556 
17 18 34.7364444444 48.4414444444 -6.1335 
18 18 -5.417 2.5688333333 -6.5907777778 
19 18 22.9870555556 -7.6351111111 29.7727222222 
20 18 38.1443888889 45.8025555556 38.5236666667 
21 18 10.2846666667 13.939 -11.0547222222 
22 18 25.1226666667 42.9855 -0.0813888889 
23 18 4.2641111111 -6.8377222222 2.1483333333 
24 18 37.4005 -6.0622222222 34.0556666667 
25 18 52.1329444444 27.0281666667 22.0121111111 
