# Cluster list (31 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 10368 20.7487737269 20.1526321373 23.6424601659 
2 3726 31.7181325819 40.6925053677 31.481752818 
3 504 49.9371984127 31.975827381 9.2776150794 
4 468 45.8439166667 3.4194508547 40.6578162393 
5 360 42.0724722222 50.5633166667 6.2124444444 
6 324 15.4875709877 -0.6741358025 3.769117284 
7 324 -2.0297098765 5.3179845679 7.918808642 
8 306 -0.9632745098 2.5129411765 41.3877026144 
9 234 13.8548504274 48.9264145299 1.9884487179 
10 216 18.893587963 -6.3462314815 37.5230972222 
11 198 20.1587171717 12.9007727273 -6.4994141414 
12 144 52.8768819444 25.84 46.1489305556 
13 126 8.9457619048 1.8908412698 25.0772460317 
14 126 13.5448809524 48.0581349206 49.1956904762 
15 72 -5.2090555556 53.9147222222 6.7088194444 
16 54 24.9864444444 52.6468888889 13.9861111111 
17 54 54.2092407407 -0.0294074074 25.5594074074 
18 54 54.6884074074 50.9981481481 28.4987222222 
19 54 28.8857407407 9.1892407407 -6.2440555556 
20 36 46.5784166667 7.0952222222 -7.4535555556 
21 36 58.5270277778 28.4667222222 30.1658333333 
22 36 49.2413333333 37.0672777778 55.2854166667 
23 36 36.4253055556 23.2335277778 -7.3181666667 
24 18 34.6804444444 18.4265555556 53.2017777778 
25 18 -1.6051666667 54.2275555556 45.3487777778 
26 18 12.4166111111 3.5001666667 52.3869444444 
27 18 50.7588888889 53.2372222222 -3.9868888889 
28 18 -0.1368333333 -10.7426666667 14.3662777778 
29 18 55.3002222222 41.5971666667 4.1097222222 
30 18 39.1426111111 1.9572777778 57.428 
31 18 51.7363333333 -7.5009444444 9.0816111111 
