# Cluster list (118 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 1026 42.4001179337 10.7105847953 60.5375087719 
2 918 55.5416492375 16.6616252723 37.5689684096 
3 684 50.7900906433 61.584247076 8.0560862573 
4 648 56.817720679 46.9828564815 62.9556126543 
5 630 38.5612095238 56.3551507937 54.8065047619 
6 612 59.5910212418 26.1442565359 13.3721584967 
7 576 35.6485850694 7.3286788194 20.2228090278 
8 558 19.753218638 23.3425878136 49.0799086022 
9 522 58.6435095785 48.1310651341 32.9194961686 
10 504 38.5468313492 50.952077381 31.6713095238 
11 486 6.5822345679 32.3617469136 9.8370967078 
12 450 62.2246666667 63.40338 19.2076177778 
13 414 18.9815483092 6.1647536232 7.1121304348 
14 378 1.902994709 47.3462989418 15.8875582011 
15 378 16.8792936508 18.9750132275 32.8389920635 
16 360 21.2811277778 50.6575555556 29.0466111111 
17 306 61.7614084967 59.2870261438 38.3826535948 
18 306 56.0197091503 34.8055947712 42.7060163399 
19 306 20.8494673203 45.7960294118 7.9622385621 
20 270 3.2913555556 54.2625666667 68.5040148148 
21 270 13.1266111111 38.5035888889 59.5467111111 
22 252 9.4981984127 65.5481309524 27.3051150794 
23 252 21.7310198413 63.6100436508 55.3385952381 
24 252 8.1384722222 45.3193174603 41.1613293651 
25 234 17.630474359 68.6757136752 40.7788418803 
26 234 5.5545598291 60.7774059829 52.8197521368 
27 216 50.4333518519 4.1260138889 38.624087963 
28 216 34.0844305556 12.0271388889 35.148462963 
29 198 16.7521313131 22.4775858586 19.3048636364 
30 180 45.1101333333 73.3416722222 27.2751111111 
31 180 1.6121777778 14.3097611111 21.1015444444 
32 180 27.1894166667 34.7833555556 61.2661944444 
33 162 70.5327098765 3.4664074074 15.4370987654 
34 162 69.5650802469 35.8307222222 69.6711111111 
35 162 4.4232592593 11.3791604938 58.1725555556 
36 144 52.5333194444 5.4860208333 -1.7199791667 
37 144 -0.8419861111 58.8548958333 38.6917847222 
38 144 35.4750625 26.2881527778 9.2514652778 
39 126 73.9874126984 12.6828968254 59.9598650794 
40 126 73.6329920635 31.4955634921 34.9292936508 
41 126 43.7544206349 16.2936190476 43.3253730159 
42 126 55.750984127 61.5836587302 49.9748650794 
43 126 24.2772142857 18.0092619048 66.8586507937 
44 126 69.1069603175 5.2902380952 31.720547619 
45 126 28.9348809524 27.1843968254 38.7493730159 
46 126 14.7271349206 9.816531746 74.4398809524 
47 126 0.0672698413 30.2655555556 56.9746428571 
48 108 39.7378055556 34.0394537037 54.9087592593 
