# Cluster list (27 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 16452 22.6794761123 21.8287263555 22.2757253221 
2 378 4.9578386243 30.987452381 46.7780899471 
3 216 22.5830925926 10.6391018519 -6.7937824074 
4 198 20.6723787879 31.9656464646 13.9235707071 
5 144 40.1682013889 -6.9411388889 20.4994236111 
6 90 28.2745 51.3578777778 13.0032444444 
7 54 8.5087962963 38.4108333333 -8.8118333333 
8 54 -2.819037037 50.1989074074 6.8749444444 
9 36 18.4613611111 38.2621944444 -8.3283888889 
10 36 -6.2270833333 15.3338055556 26.40675 
11 36 -2.4660833333 0.3231666667 -7.5975277778 
12 36 34.5861111111 52.6856666667 29.9096388889 
13 18 27.8848333333 14.2193888889 48.9610555556 
14 18 4.3570555556 47.5946666667 -8.4482222222 
15 18 15.5833888889 16.6954444444 -6.9601666667 
16 18 12.8221666667 7.0997222222 47.5017222222 
17 18 42.3478333333 47.8643333333 -11.2459444444 
18 18 27.3034444444 49.2216666667 39.3617777778 
19 18 19.6851111111 51.9529444444 17.2118333333 
20 18 25.5353333333 55.9343888889 6.0563333333 
21 18 -7.4155555556 24.4816111111 19.8033888889 
22 18 26.7297777778 -10.2006111111 45.0911111111 
23 18 32.2322222222 7.7728888889 -12.8430555556 
24 18 34.8632777778 -6.6585555556 30.5739444444 
25 18 -1.3545 35.1235 56.2306111111 
26 18 52.8520555556 17.4613888889 29.1542777778 
27 18 11.2472777778 -9.9341111111 33.4374444444 
