Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,22534.528201967965,14968.475641421677,10415.17091007792,-2849.11834953163,0.9547270198664605
1,22819.052408664666,15164.518992546546,10444.169723345161,-2789.6363072270424,0.9843941065764632
2,22777.384488506155,15099.31498517008,10460.838654692121,-2782.769151356047,0.9665449220349679
3,22651.32061985934,15107.885198703574,10433.569927269244,-2890.134506113477,0.9396182660618015
4,22690.510255547248,15013.812948312929,10447.097814836356,-2770.400507602039,0.9767845142070115
5,22556.66329411541,14924.554755751975,10368.898691642336,-2736.790153278904,0.987618187016317
6,22554.201556618053,15030.880697254657,10379.713391155605,-2856.3925317922076,0.9842950648334563
7,22583.875379936253,15072.789564358374,10374.12777274715,-2863.0419571692723,0.9835098061378548
8,22232.929503554296,14981.373510899339,10277.621434862145,-3026.0654422071875,0.9509413804780207
9,22180.01412302723,14977.488272620678,10268.512590438144,-3065.9867400315866,0.9608689323116743
10,22454.366608623823,15017.175350978183,10424.326145239793,-2987.1348875941544,0.9345277287129904
11,22228.353897125882,14808.044962669297,10366.892177847156,-2946.583243390572,0.955912361002214
12,22329.18409979621,14995.547881146078,10414.774776635075,-3081.138557984938,0.9469689684183571
13,22423.23196326708,14971.851374630105,10475.803537013857,-3024.422948376885,0.9350710660127352
14,22423.886927770236,14996.268694763392,10253.531893473892,-2825.9136604670493,1.0190315625128152
15,22308.12414862077,14866.3790500219,10320.625177274434,-2878.880078675564,0.9771501969054202
16,22186.738382439053,14917.908140325273,10270.668235788662,-3001.837993674879,0.9904084977591059
17,22166.680346684407,14980.635626152989,10323.39338512484,-3137.3486645934217,0.9605959994563669
18,22357.510804568617,14902.930550863499,10392.304438779145,-2937.7241850740306,0.9998585426224689
19,22210.60401263703,15002.612235010873,10370.691461841836,-3162.6996842156796,0.964753761145163
20,22245.42203508525,15104.226500626506,10376.571864387324,-3235.3763299285806,0.956134027226579
21,22163.847789024305,14788.786036454723,10354.345088414722,-2979.2833358451426,0.9797988826085628
22,22452.73205950394,15181.452663139376,10361.493266604513,-3090.213870239949,0.9806863166811152
23,22418.1951405537,15165.007237368407,10331.34005513369,-3078.1521519483986,0.9725908094351013
24,22082.022780260322,15009.041273662313,10363.512137398908,-3290.5306308009,0.9411092847744299
25,22497.314405468624,15162.131356060077,10422.942430071864,-3087.759380663319,0.9687369091832747
26,22474.648657705675,15147.389485244948,10480.647728386433,-3153.388555925708,0.9456468205154959
27,22252.097948317743,14949.809935757105,10410.26588568505,-3107.977873124408,0.980809127891416
28,22168.917459492888,15064.381569232262,10420.01508436467,-3315.4791941040435,0.9581305740788362
29,22003.116004010004,14985.950172792926,10389.071710686769,-3371.905879469692,0.940972873119693
30,21898.11794451933,14804.895555540472,10283.368611172553,-3190.146222193693,0.9733918161346242
31,21863.636288125024,14826.0737933636,10427.802546452418,-3390.240051690994,0.9203210312247017
32,21881.63547069082,14909.774547477,10507.469153194374,-3535.608229980553,0.9119065043759541
33,22015.4035757908,15053.70429741095,10271.348183646285,-3309.6489052664383,0.9897698583886787
34,21804.234272065027,14906.998954447561,10297.14915213896,-3399.9138345214997,0.9700056220027098
35,21952.350417232858,15018.377434127906,10333.3672429065,-3399.3942598015487,0.9345576387965793
36,22020.93706808124,14949.276251535808,10331.259319422496,-3259.5985028770633,0.9837535765624601
37,21847.55859319952,14812.147173987862,10462.6029676379,-3427.191548426243,0.9392206195942739
38,22049.34093253717,14941.86359655549,10473.815510798882,-3366.338174817205,0.9499372917942235
39,21856.712447340364,14915.346366497377,10438.340809747211,-3496.9747289042284,0.9112440383226486
40,22102.28405259899,15220.549365866524,10283.635235692956,-3401.9005489604874,0.9457489519209724
41,21952.459193966966,14903.188620118737,10438.277569802458,-3389.006995954227,0.9432474144419624
42,22154.96482283154,15093.688406554973,10393.055464364457,-3331.7790480878953,0.9709113719954248
43,21947.675405307302,15123.304486478686,10383.857265429677,-3559.486346601063,0.912535149218364
44,21689.12736638142,14826.536972123706,10364.69880295229,-3502.108408694574,0.930708641755915
45,21713.045350823806,14886.444880902107,10412.6986754753,-3586.0982055536015,0.9102944824436818
46,21792.45603723455,14855.444467047751,10400.622563351515,-3463.610993164715,0.9467802562413579
47,21934.09783316183,14934.058868279146,10392.434157840871,-3392.3951929581854,0.96976195788977
48,21884.929250618734,14914.23504037713,10485.470486786013,-3514.7762765444068,0.9161705570475508
49,21759.143284920647,15127.41165583843,10397.282010230587,-3765.550381148374,0.9011647641833237
50,21743.708173210238,14967.776373388746,10442.795930513703,-3666.864130692209,0.9320408974265251
51,21844.483446073533,14962.434316028122,10416.196570969076,-3534.147440923668,0.9709173212792828
52,21578.20288314045,14905.168408086649,10304.847016445581,-3631.8125413917787,0.9728187636947138
53,21444.433334392943,14838.336095610388,10355.914576142282,-3749.817337359725,0.916689921912401
54,21639.173221087658,14896.70001934545,10271.126882091701,-3528.6536803494932,0.9607863593823247
55,21581.430323834957,14895.488812813339,10348.467029661255,-3662.5255186396375,0.9267344732672217
56,21505.734530177455,14822.501554463955,10395.85707857105,-3712.6241028575514,0.9097429792370579
57,21905.01861183875,15003.74307737766,10460.810043998625,-3559.5345095375355,0.9424706243375804
58,21884.99882493108,15054.397437122261,10291.11223763692,-3460.5108498281015,0.9921694190616157
59,21776.28607915892,14932.664576120782,10350.134074580457,-3506.5125715423205,0.9573722804064646
60,21723.589356614324,15089.956027425496,10267.86120776331,-3634.227878574481,0.9485599153550621
