Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,55462.82638981647,45085.47186418995,29089.46347190511,-18712.108946278586,0.004495087607822232
2,55337.728445313776,45382.30431946909,29061.785298770534,-19106.361172925852,0.003591827484195384
4,55254.06998784165,45133.700054564484,29224.1621751353,-19103.792241858144,0.004509915462606859
6,54853.96754764324,45055.44926736838,29153.537795568154,-19355.019515293294,0.0031346370713634525
8,54839.06751263392,44979.45368308897,29051.145812261515,-19191.531982716566,0.00432148808764464
10,54505.304452355675,44852.05583071076,29039.763477205488,-19386.51485556057,0.0044234322333157605
12,54448.86007947961,45097.15762799152,29181.905050319532,-19830.20259883145,0.002508657768102593
14,54267.11906251832,44749.72918710655,29078.962387956857,-19561.572512545084,0.0043663366726377495
16,54504.162567693216,45137.53072839345,28989.01463497303,-19622.382795673264,0.005216112187991978
18,54566.75627267222,45456.57059356142,28805.683159872235,-19695.497480761427,0.00594224965291186
20,54358.14536328635,44965.130231851326,28998.648352091957,-19605.633220656946,0.003599754151406398
22,54133.74960082499,45114.514752332056,28968.09208115739,-19948.85723266445,0.005905815963776526
24,53871.305001537214,44745.11359114275,29407.956426729656,-20281.765016335205,0.0006210950351009242
26,54475.85618045817,45361.741104870074,29295.32790155437,-20181.21282596627,0.0020247160756597243
28,53763.72142789963,45055.91409338816,29256.65461550136,-20548.84728098989,0.0007155520800229132
30,53395.83370841693,44899.90805896294,28946.052276017654,-20450.126626563673,0.0033831096368504426
32,53729.092062058975,45295.05982426565,29235.756136372787,-20801.72389857945,0.001186377539123984
34,53587.036808330275,44931.798230612345,29211.894354481214,-20556.655776763284,0.0017215372996539774
36,53608.516695549515,45023.34667332864,29256.432436188363,-20671.26241396748,0.0027772479858467064
38,54024.467883492056,45158.77376412292,29336.649438941222,-20470.955319572084,0.003731700181479128
40,53440.67267113822,45027.33804591607,29218.980726517722,-20805.64610129557,0.0007240880885371614
42,53220.720097751924,44988.40433273155,29058.449846439136,-20826.134081418753,0.002799544034707127
44,53481.17713369163,45000.94569717998,29243.015492839342,-20762.784056327695,0.001965031584105756
46,52721.492330755354,44727.03808280627,29330.340061654522,-21335.885813705434,-0.0012736379668920883
48,52768.01943855752,44544.37874302294,29189.149187496572,-20965.50849196199,0.002792121212525145
50,53624.3621706289,45329.07990223679,29295.908691958048,-21000.626423565936,0.0008068947706560414
52,53405.235069761526,45433.8758963842,29088.639143069064,-21117.279969691725,0.004190699294756475
54,53310.05988196119,45136.89832545175,29197.08508650385,-21023.92352999441,0.002283731287579957
56,53023.52394237772,44906.96234169522,29198.99537575024,-21082.43377506775,0.002517451474336546
58,52658.231716638904,44863.018315919784,28983.931878238047,-21188.718477518934,0.0053107492860828415
60,52723.940894528205,45062.03461887804,29215.919152088372,-21554.012876438206,0.001487351380561372
62,52916.7205330648,45330.71397460328,28992.387570206487,-21406.381011744958,0.0036707918120084254
64,52996.586159889746,45393.678186641184,29381.760062855188,-21778.852089606615,-0.0001232168840058917
66,52022.28901850061,44961.238086361176,29084.32551282794,-22023.274580688518,0.002610858942833222
68,52233.05515326574,45099.39154929137,29077.998875960053,-21944.33527198567,0.0030264241388195945
70,52414.356899444945,45053.95960499078,29203.677145085097,-21843.27985063094,0.0011487931465373191
72,52690.50628882742,45362.66570527711,29150.74232314893,-21822.901739598623,0.003447194465052747
74,52206.10857306545,44980.392994355716,29195.590786746045,-21969.875208036312,0.00089394126138298
76,52125.56154390972,44846.31682135234,29108.828553716052,-21829.58383115867,0.003382917304499633
78,52046.19387972127,44753.891014083936,29526.917464294613,-22234.614598657274,-0.0017220122515854558
80,52293.192628554134,45047.89515443179,29263.865825169276,-22018.56835104693,0.0011369872532546177
82,52278.75893915917,45288.665968213725,29228.942977598974,-22238.85000665352,0.002188565637760806
84,51675.398209136416,44956.44773825151,28972.076273800216,-22253.125802915318,0.0019317475126302969
86,51832.20178802422,45060.19764053333,29278.623767452576,-22506.619619961682,-0.0012777974016150023
88,51758.9519544001,45093.636148989586,29159.437830733965,-22494.122025323457,0.0006837237917710071
