Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,-4909.47004922686,69254.99371515164,28942.890183893844,-103107.35394827233,0.11150040012334639
2,-5117.7378559545905,69178.87636271573,28637.31845119302,-102933.93266986334,0.12964991159967332
4,-5478.672581535255,69449.79574662136,28738.24977037172,-103666.71809852833,0.10470501304344457
6,-6410.799553637407,69201.3415239562,28531.45605854608,-104143.59713613968,0.10890799632907877
8,-7024.513165546363,69408.37245251397,28312.274432512037,-104745.16005057236,0.10049936778646892
10,-7226.268569557971,69279.79888912025,28614.283560783962,-105120.35101946219,0.08262386465118407
12,-7319.324150743021,69173.71008155699,28670.708932381145,-105163.74316468116,0.09461508422021403
14,-7998.2045069382875,69538.29664294742,28210.54434511416,-105747.04549499987,0.10884215155024535
16,-7940.36327023989,69436.05625706268,28324.223962804852,-105700.64349010741,0.10436552514365194
18,-9130.882289891873,68929.44518060103,28422.21776759609,-106482.54523808899,0.07916742951445074
20,-9811.133999793092,68786.61610825389,28300.886303045172,-106898.63641109216,0.072502488227639
22,-9775.09070972215,69063.32737142693,28599.727868853613,-107438.1459500027,0.07206818837004969
24,-9950.870600551702,69038.76171871454,28678.989281394803,-107668.62160066103,0.07851003896198994
26,-10053.053132656627,69214.81373558147,28466.716193965,-107734.58306220309,0.09253523463024593
28,-10561.209929283039,69487.87189010944,28270.399868747227,-108319.4816881397,0.08886353350193552
30,-9953.767037775542,69494.0816485034,28595.905209619,-108043.75389589794,0.07375405725756479
32,-11629.767265333241,68917.94685243453,28360.8188017198,-108908.53291948757,0.08181852466108158
34,-11411.240337613257,69079.0086778117,28355.168963557717,-108845.41797898267,0.07511029702940503
36,-11478.28505069857,69174.36929717383,28544.54098505709,-109197.19533292949,0.053073494147402256
38,-12317.645266941865,68841.75983528557,28235.169710512087,-109394.57481273952,0.08997062126620906
40,-12573.614390535775,68885.83101788124,28441.65905857517,-109901.10446699217,0.06162066371787006
42,-13016.506022616188,68504.23329993585,28474.186316513515,-109994.92563906555,0.05980504726836122
44,-12676.09345582132,68965.71923923833,28366.803496588607,-110008.61619164827,0.07649737638744691
46,-12836.233143673555,68815.15273362577,28503.172096865583,-110154.55797416491,0.07346912907358094
48,-13104.63749562118,68881.94798600598,28394.73554709602,-110381.32102872316,0.06098166498701435
50,-13563.244521690256,68841.89381152754,28341.327831708084,-110746.46616492586,0.052295814628908366
52,-13564.916025138373,68676.5672975179,28562.035491454302,-110803.51881411058,0.06486560389857249
54,-13658.902455951698,69244.55670250606,28138.852963527555,-111042.31212198532,0.06905382024013368
56,-13764.345708597088,68999.08145842204,28559.60123801977,-111323.0284050389,0.06483505026944231
58,-14128.813836721441,69015.7440055742,28299.129015093047,-111443.68685738869,0.07642354582113264
60,-14046.199719832191,69118.88334804903,28252.12877841742,-111417.21184629864,0.06952337936341518
62,-13825.46803176422,69756.72039175437,28419.365079614836,-112001.55350313343,0.08414486292364043
64,-13768.825301393532,69162.97872828452,28535.58275559476,-111467.38678527281,0.05909715711265717
