Step,Total,Kinetic,Bonded,Non-Bonded,Pressure
0,-377.549176685563,51519.85779327499,21244.029123894637,-73141.43609385518,0.028787495853819733
2,-815.6291906520419,51274.78200824468,21150.6005666402,-73241.01176553691,0.03642256345352732
4,-1495.6444433041106,51091.431723711576,21148.261737485744,-73735.33790450142,0.02727269479269573
6,-1604.9820154496556,50704.08467792516,21319.261634463484,-73628.3283278383,0.019298779651934106
8,-2047.3945165871191,51370.78731950825,21126.85989149081,-74545.04172758617,0.02473920630883325
10,-2512.2912448522984,50953.118650841636,21168.831530307296,-74634.24142600123,0.023524501177150686
12,-2163.869991480111,51414.16367845495,20971.22436017864,-74549.2580301137,0.021395312102332253
14,-3196.977262513574,50951.17986917524,20847.710672762496,-74995.8678044513,0.02792160204545724
16,-2584.3624627897007,51088.44163165619,21073.116168544042,-74745.92026298994,0.02405606711277039
18,-2701.8197758060924,51249.47837096309,21110.71556538414,-75062.01371215333,0.030034247303110634
20,-3430.8306323728175,50840.61632271127,20981.11740879635,-75252.56436388043,0.019665786516949335
22,-3575.514210139365,51060.854566620656,21236.74281868426,-75873.11159544428,0.014376843941797834
24,-3780.444796229851,51095.15908770207,21134.917817628266,-76010.5217015602,0.01496396432484351
26,-3771.9415794456218,51071.936302063405,21180.92238291421,-76024.80026442323,0.029016872588288528
28,-4317.3407724488425,50688.13503727561,21182.043407146724,-76187.51921687118,0.01738455471901612
30,-4947.683917016235,50825.845645059875,21044.083526324343,-76817.61308840047,0.012426905123122
32,-4462.410675009072,51318.815361194545,21153.432999241326,-76934.65903544494,0.015261023741214436
34,-4871.390385866325,51257.29903281962,21008.849403345437,-77137.53882203138,0.019977095142722973
36,-4817.696170228024,51361.361207065915,21075.445742468484,-77254.50311976242,0.009127943064604987
38,-5183.513767016324,51267.34412664482,20893.655461747614,-77344.51335540877,0.0183746596387164
40,-6009.048543800891,50959.407272351615,21010.333142507214,-77978.78895865972,0.00683066509505087
42,-6040.041919015966,51247.526640093165,20892.22984777621,-78179.79840688534,0.02496648928229303
44,-6126.75845169845,51078.26480794309,20999.46505699813,-78204.48831663966,0.021266318540544116
46,-6279.3280171654915,50828.52020685226,21053.089395731233,-78160.93761974899,0.024949313693428482
48,-5794.1297316407945,50956.942397584935,21237.196907506892,-77988.26903673261,0.005284584835926254
50,-6429.714474650682,51209.88301153795,20821.706398304326,-78461.30388449295,0.012324302980215168
52,-6602.158448332993,50979.535373311126,21136.48088248646,-78718.17470413058,0.0047665098933117045
54,-6989.213171205287,50509.10196959641,21154.16415799688,-78652.47929879857,0.011006549293090473
56,-7467.198316210131,50945.64363389971,20834.580589601974,-79247.42253971183,0.028599195210242984
58,-7115.321603491291,51013.23928442527,20990.57343598547,-79119.13432390202,0.013176532124356849
60,-7209.848873549541,51146.63352881219,21033.511833172433,-79389.99423553418,-0.003176967659152624
62,-7644.673061445312,50665.37918860858,20940.711134041747,-79250.76338409564,0.007920393963338185
64,-7270.388709979292,51070.446921650226,21123.210476528177,-79464.0461081577,0.016425812288274166
66,-7833.430942790888,50811.293050110886,20952.47206801095,-79597.19606091273,0.0018684200049774724
68,-7552.100235616061,51313.40872410031,20892.997123616427,-79758.50608333279,0.020328818446749553
70,-7571.959118419727,51145.00844255304,21017.71442189948,-79734.68198287225,0.0032380344686939178
72,-7341.218802422234,51196.22068902461,21176.348931299442,-79713.78842274628,0.002012666433638094
74,-8103.17339270559,51238.64155543973,20895.80252146148,-80237.6174696068,0.010486937747173436
76,-8170.3378745108785,51225.503461302265,21157.349107405727,-80553.19044321887,0.0071718407806375395
78,-8175.145910739775,50974.972416617726,21133.264363688493,-80283.38269104599,0.0025132088792816087
