# Cluster list (127 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 590 24.5878525424 13.1972440678 44.6338949153 
2 450 9.0108444444 37.8461688889 13.46238 
3 430 0.7801651163 19.1548209302 12.0147023256 
4 410 54.5416195122 22.4395463415 11.142302439 
5 350 37.7884114286 40.2866571429 10.8387257143 
6 350 55.1879142857 36.23764 36.3552114286 
7 320 44.842565625 56.000809375 48.60171875 
8 320 35.054528125 7.91284375 4.048996875 
9 290 43.2576827586 3.2428137931 41.0936310345 
10 290 46.9053482759 16.8690206897 34.9851793103 
11 270 23.5408074074 32.3829518519 43.2565296296 
12 240 11.5369833333 39.7237083333 49.2284208333 
13 240 39.2894708333 50.43255 26.472675 
14 230 50.4504043478 39.7814826087 21.8856304348 
15 220 36.1666409091 7.5015045455 24.0642863636 
16 220 16.7855045455 20.3332727273 31.6150727273 
17 210 1.507 23.1916809524 38.9268619048 
18 210 26.4982809524 50.6323142857 42.4743952381 
19 200 16.93102 57.95491 48.01852 
20 200 38.59957 9.79848 59.21778 
21 190 39.7588684211 20.7079315789 6.2814842105 
22 190 16.2516157895 47.3858210526 5.4364157895 
23 160 2.5853375 57.97165 43.96219375 
24 160 8.90284375 47.07145 28.4028875 
25 150 34.86236 29.4828466667 51.9401733333 
26 130 -1.4812 37.5628230769 39.3904538462 
27 120 8.3779083333 2.7073583333 -4.9588333333 
28 110 61.3962545455 3.2406181818 44.9152181818 
29 110 14.0095545455 33.8261818182 32.3268363636 
30 110 19.2717272727 1.7863454545 23.0066181818 
31 100 52.39979 58.31793 6.8507 
32 100 9.64229 -0.41595 12.17134 
33 100 21.89634 35.63771 8.66305 
34 90 39.1479333333 41.4011666667 62.0684333333 
35 90 58.1537111111 40.4067888889 14.2011888889 
36 90 31.4058777778 55.6025111111 7.1015333333 
37 80 49.9042125 -1.41005 6.6645625 
38 80 24.4787625 30.05675 55.7668125 
39 80 58.1203375 22.1100125 54.1736125 
40 80 50.661825 12.302775 23.1673625 
41 80 3.180825 0.7396625 43.5685125 
42 80 21.628425 1.6732875 55.146275 
43 70 31.2392714286 27.1048285714 29.9417714286 
44 60 61.5104 22.8155666667 37.0938166667 
45 60 60.15135 56.3426166667 43.0070833333 
46 50 22.17724 36.3817 64.63452 
47 40 32.252525 -3.63375 8.044275 
48 40 62.84185 39.1968 5.471225 
49 40 20.9992 2.613925 -2.615075 
50 40 19.3573 61.305375 21.73175 
51 40 0.408 40.647425 14.21425 
52 40 47.349725 0.8863 59.211925 
53 30 -6.7237666667 56.9997666667 4.5505666667 
54 30 56.8662 53.5894 22.8774 
55 30 26.0543666667 -8.9649666667 41.7232666667 
56 30 23.3385 28.1622333333 -1.585 
57 30 44.1755 53.3196666667 -5.7554 
58 30 65.4783333333 45.8369 31.4364333333 
59 30 11.8191 4.0293333333 53.0104 
60 20 34.2136 38.0918 36.7522 
61 20 -10.06555 1.3771 8.07215 
62 20 -0.02355 51.93615 23.108 
63 20 9.98255 61.4056 52.39255 
64 20 55.7073 24.915 71.1076 
65 20 21.8728 58.0166 -2.0998 
66 20 3.27885 41.7614 61.6035 
67 20 60.90725 73.3542 15.68925 
68 20 35.31785 43.61875 46.3374 
69 20 -13.3976 51.6384 48.2502 
70 20 -2.1395 -2.86325 3.5828 
71 10 11.1386 28.8958 16.755 
72 10 44.4508 34.1886 45.9338 
73 10 33.8855 42.6783 -13.5439 
74 10 33.4685 25.8923 23.3469 
75 10 25.2343 14.0934 14.16 
76 10 32.2865 -4.1725 17.4822 
77 10 32.7656 -16.0811 14.8064 
78 10 16.5031 17.6992 49.834 
79 10 54.8381 51.972 -6.1647 
80 10 -20.8513 40.0885 68.993 
81 10 13.2504 42.6337 -11.1216 
82 10 24.8454 18.6461 -12.1945 
83 10 34.3142 28.3896 -3.4715 
84 10 -9.2797 12.6381 38.0607 
85 10 -13.9828 6.5941 42.8832 
86 10 -7.4297 2.2417 66.8546 
87 10 62.7388 4.9732 27.086 
88 10 63.4659 63.4699 8.5002 
89 10 66.3443 36.5789 17.0355 
90 10 9.5395 -6.5526 25.0392 
91 10 27.3363 43.4673 -4.2391 
92 10 42.673 46.0075 14.6043 
93 10 49.1151 24.0791 64.2159 
94 10 -0.6254 21.2511 54.8165 
95 10 20.4054 61.9704 -6.2496 
96 10 75.9638 7.5133 43.0099 
97 10 2.2232 10.2977 22.6086 
98 10 11.9578 8.1176 23.7655 
99 10 0.9947 16.1748 26.5532 
100 10 21.917 35.4796 -9.0986 
101 10 46.4891 3.2727 6.6261 
102 10 36.3281 68.2636 24.0661 
103 10 -17.6869 -7.3135 23.3793 
104 10 5.8232 7.819 51.4349 
105 10 15.3796 -7.9854 64.5538 
106 10 17.5568 12.3861 23.9613 
107 10 -5.9102 11.0284 22.9356 
108 10 -16.1419 20.8599 62.819 
109 10 46.197 58.8925 65.4563 
110 10 5.8193 36.892 63.4395 
