# Cluster list (34 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9500 15.3247905263 14.8871567368 14.9623605263 
2 70 29.1754714286 29.3846857143 -0.8361857143 
3 40 19.14505 34.313425 -0.08745 
4 20 0.3146 -5.40715 -1.77885 
5 20 19.7229 -5.45515 19.98555 
6 20 21.4995 34.11445 32.67005 
7 20 -1.91145 -1.13065 -6.39735 
8 20 38.5798 -0.3175 10.5761 
9 20 37.33285 21.8094 7.3217 
10 20 3.65885 23.94105 -6.7127 
11 20 -2.0771 19.8425 -5.1531 
12 10 0.2064 29.0157 35.4324 
13 10 38.3301 11.1902 11.724 
14 10 1.6193 4.3007 36.7649 
15 10 -4.636 15.4073 42.3526 
16 10 -11.348 14.1455 23.2935 
17 10 13.4371 27.0734 39.2945 
18 10 2.5085 22.3612 37.0739 
19 10 -5.965 12.1411 16.4905 
20 10 25.9518 -5.4787 24.5326 
21 10 -0.8662 4.7568 -7.565 
22 10 -4.6909 9.7257 34.2393 
23 10 35.0984 4.4553 34.9868 
24 10 5.4118 -8.5982 26.1781 
25 10 36.1486 19.3972 35.9776 
26 10 -0.8271 11.133 16.4385 
27 10 -9.3394 7.7738 0.518 
28 10 36.113 21.3623 24.352 
29 10 13.3564 37.5046 16.1221 
30 10 -6.8691 26.6409 -0.8199 
31 10 34.8551 22.4798 -4.1461 
32 10 14.6553 -1.9326 38.2702 
33 10 9.6922 -10.4639 8.9794 
34 10 18.1452 -6.3702 32.9267 
