# Cluster list (16 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9810 13.0479874618 12.777612844 12.6594592253 
2 20 25.6286 -5.95745 0.92645 
3 20 28.84395 29.5234 15.4444 
4 20 8.25625 20.80295 -6.4734 
5 20 22.5012 32.2866 14.89415 
6 10 -5.2085 22.2439 -3.7082 
7 10 26.7524 13.8434 34.0865 
8 10 -4.8141 24.1529 12.9307 
9 10 28.162 -4.7432 18.5225 
10 10 36.5353 15.3897 14.0852 
11 10 17.2371 14.7753 30.9007 
12 10 -6.3166 4.6063 34.7305 
13 10 27.5211 4.3055 0.6781 
14 10 34.1488 24.9218 6.034 
15 10 27.2541 23.3528 -8.5014 
16 10 29.3414 8.463 30.7305 
