# Cluster list (20 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9730 14.5003824255 14.2900175745 14.3071815005 
2 50 32.05856 12.3295 0.9939 
3 20 36.4656 17.088 19.9622 
4 20 18.51805 6.1505 -7.84425 
5 20 18.0669 24.3491 -6.30985 
6 20 4.95775 25.2426 -6.29525 
7 10 29.9349 -6.4666 5.0316 
8 10 6.4422 12.4123 -7.3712 
9 10 25.0054 2.3114 35.6466 
10 10 -7.9763 23.3182 -5.1115 
11 10 -11.3488 12.5742 3.7046 
12 10 24.3912 10.1717 -6.7601 
13 10 26.4237 26.5254 -5.4985 
14 10 37.7294 41.2968 24.4265 
15 10 -5.1942 11.0166 38.8737 
16 10 19.8255 19.8572 41.2813 
17 10 19.8087 -9.3 7.4036 
18 10 3.9479 1.6357 32.3721 
19 10 33.2951 30.0459 29.5911 
20 10 20.8246 -6.2404 33.3374 
