# Cluster list (46 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9120 18.6354773026 18.1011837719 18.228033114 
2 90 5.6264333333 -0.5945444444 -3.2769111111 
3 80 36.8547375 36.0850375 33.8670125 
4 70 -6.4992142857 8.7492142857 34.9007 
5 40 24.2833 39.726225 10.832925 
6 30 15.9876 38.8269333333 8.2260666667 
7 30 21.1733 8.3153333333 -5.3442333333 
8 30 33.8904 42.4436333333 -1.1267333333 
9 30 -2.1678666667 -2.4151666667 36.8026 
10 20 -1.3532 13.62185 42.78415 
11 20 -3.6507 8.78375 29.7478 
12 20 -7.78005 19.05055 9.4359 
13 20 7.89135 -1.87095 27.97055 
14 20 9.75655 34.09175 -9.1741 
15 20 37.6393 32.4837 -3.62725 
16 20 33.972 44.14335 8.6373 
17 20 -2.50305 -6.45745 -3.9316 
18 20 17.4456 37.7607 -0.37625 
19 20 3.46945 0.58745 34.1883 
20 20 17.61235 2.58115 41.49345 
21 10 7.6694 6.7254 -11.0728 
22 10 -8.1093 14.8165 46.6556 
23 10 33.5928 -2.7195 38.3098 
24 10 -1.2768 2.3175 31.6948 
25 10 -11.3494 13.8946 37.2059 
26 10 45.537 -5.4069 -4.7474 
27 10 29.1629 48.2091 35.959 
28 10 48.4316 35.0836 29.0247 
29 10 20.3091 34.2978 -10.057 
30 10 39.4189 41.2876 9.5535 
31 10 6.3732 -3.6163 35.7195 
32 10 44.2167 16.9368 1.6988 
33 10 32.217 42.9745 -9.1242 
34 10 15.601 1.5054 -4.8632 
35 10 20.7661 -7.8658 23.8215 
36 10 13.9159 36.0156 12.3719 
37 10 21.0307 -8.3451 15.6401 
38 10 34.7108 -12.4565 23.3951 
39 10 29.7062 -9.1393 6.0529 
40 10 33.8472 -1.7222 -1.1462 
41 10 2.9035 -3.6402 21.9944 
42 10 31.9761 31.9631 32.3086 
43 10 34.1506 -3.5878 17.5552 
44 10 50.3163 52.3131 12.7571 
45 10 42.6618 37.9327 32.2389 
46 10 -1.7072 -3.778 2.8418 
