# Cluster list (48 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 4650 29.6515174194 15.6789765591 16.4422948387 
2 2720 6.2526713235 21.7139433824 19.3974080882 
3 610 14.2281704918 37.7595754098 29.7080442623 
4 480 26.6592375 20.35083125 38.0026729167 
5 350 30.6828371429 34.0669028571 40.6105 
6 200 -0.418185 5.162415 35.9891 
7 170 0.4372117647 1.8780647059 0.104 
8 70 27.8160285714 19.7478571429 -2.7351428571 
9 60 -0.5918833333 40.2424333333 0.1587166667 
10 60 -5.0451666667 8.3588666667 22.3214 
11 40 -3.942325 47.717325 27.068175 
12 40 15.293425 2.402975 -8.53005 
13 30 34.7357 49.6864666667 26.0864 
14 30 33.9773666667 43.1618 24.8897666667 
15 30 43.4234 40.8699 2.4663666667 
16 30 39.1535333333 44.6783666667 1.8018666667 
17 30 18.1630666667 35.8427 43.0865333333 
18 30 7.8263666667 -0.1916 31.5593666667 
19 20 41.14595 32.8531 40.09435 
20 20 38.8494 -4.94685 42.5142 
21 20 30.40495 -11.0802 17.99345 
22 20 39.0997 -6.7649 -1.4883 
23 20 53.1589 16.8796 13.72655 
24 20 31.4206 47.63265 19.6523 
25 20 11.5414 42.61825 -11.7627 
26 10 -6.2202 5.469 -0.1747 
27 10 -7.893 20.7595 36.7412 
28 10 3.9981 38.9721 6.7029 
29 10 20.0174 43.833 2.0944 
30 10 14.0807 -7.7898 4.6829 
31 10 38.0406 0.1184 -3.8763 
32 10 24.7045 45.8251 5.7893 
33 10 15.2477 -5.7804 26.2243 
34 10 16.7078 19.205 37.9544 
35 10 55.5006 44.011 31.3234 
36 10 14.9455 35.1483 -12.1994 
37 10 45.1902 18.9072 4.6183 
38 10 4.4583 3.7735 44.8468 
39 10 -7.4492 41.9713 38.235 
40 10 -10.7612 7.4453 21.075 
41 10 30.0593 -9.849 2.2151 
42 10 4.3929 15.7687 44.7187 
43 10 22.7571 45.357 10.812 
44 10 3.0907 4.9751 18.4163 
45 10 37.8294 41.9892 42.7282 
46 10 -14.2147 18.4912 9.2666 
47 10 45.7723 23.005 15.2781 
48 10 11.852 40.9282 44.0077 
