# Cluster list (28 data points):
# "Cluster Identifier" "Cluster Size" "Center of Mass.X" "Center of Mass.Y" "Center of Mass.Z"
1 9670 14.0958513961 13.7114376422 13.6846207859 
2 30 38.1612333333 12.1075666667 19.2785666667 
3 20 8.23235 29.991 -1.6556 
4 20 -0.9492 3.47395 -1.5501 
5 20 10.67615 10.9253 -7.42215 
6 20 5.07465 34.35715 6.60075 
7 10 -6.6843 2.6869 13.4549 
8 10 13.6654 7.5146 34.7793 
9 10 26.9545 16.584 40.2623 
10 10 -4.5883 17.8144 -8.5519 
11 10 5.7682 39.2071 18.7359 
12 10 8.535 19.5046 31.6259 
13 10 18.5519 11.4454 -8.3077 
14 10 15.0327 -8.8314 13.84 
15 10 5.6327 -15.3999 -1.2639 
16 10 33.0445 -5.7496 6.677 
17 10 11.5969 -6.9534 27.4503 
18 10 22.0529 29.6937 -4.6895 
19 10 -1.1806 36.07 14.5792 
20 10 14.56 35.1603 12.0164 
21 10 -6.0199 6.3301 23.1315 
22 10 14.0795 -2.177 -6.0953 
23 10 3.2326 -5.2581 26.9463 
24 10 36.6143 14.5782 8.4557 
25 10 4.6756 24.3727 -9.5614 
26 10 13.0203 37.0219 23.9549 
27 10 35.7684 27.0301 12.9931 
28 10 28.3064 -5.551 19.5492 
